State_Origin,State_Destination,City_Origin,City_Destination,Distance,Speed,Sea_Level_Diff,Sea_Level_Diff_Miles,Sea_Level_Gradient
State,State,scranton,allentown,76.40,0,0,0
State,State,grandrapids,owosso,94.10,0,0,0
State,State,grandrapids,cadillac,95.60,0,0,0
State,State,lewiston,brunswick,21.00,0,0,0
State,State,cooperstown,troy,76.00,0,0,0
State,State,cooperstown,syracuse,79.00,0,0,0
State,State,cadillac,traversecity,47.20,0,0,0
State,State,cadillac,grandrapids,95.60,0,0,0
State,State,evansville,bloomington,120.20,0,0,0
State,State,washintgton,annapolis,32.20,0,0,0
State,State,martinsburgs,vienna,263.00,0,0,0
State,State,chicopee,westspringfield,4.910,0,0,0
State,State,chicopee,hartford,30.00,0,0,0
State,State,chicopee,amherst,17.60,0,0,0
State,State,bluefield,ansted,85.00,0,0,0
State,State,westerly,northkingstown,31.00,0,0,0
State,State,myrtlebeach,wilmington,72.00,0,0,0
State,State,martinsburg,hagerstown,23.70,0,0,0
State,State,augusta,waterville,19.50,0,0,0
State,State,augusta,columbia,77.00,0,0,0
State,State,augusta,brunswick,32.00,0,0,0
State,State,augusta,savannah,134.00,0,0,0
State,State,lawrenceburg,frankfort,14.00,0,0,0
State,State,lawrenceburg,lexington,23.00,0,0,0
State,State,dover,middletown,26.40,0,0,0
State,State,dover,milford,19.80,0,0,0
State,State,concord,rochester,35.210,0,0,0
State,State,concord,manchester,17.90,0,0,0
State,State,miami,keywest,160.00,0,0,0
State,State,miami,fortlauderdale,28.60,0,0,0
State,State,nashua,keene,48.610,0,0,0
State,State,nashua,pepperell,12.00,0,0,0
State,State,nashua,manchester,19.80,0,0,0
State,State,brunswick,lewiston,21.00,0,0,0
State,State,brunswick,portland,26.00,0,0,0
State,State,brunswick,augusta,32.00,0,0,0
State,State,fredrickburg,lexington,487.00,0,0,0
State,State,lagrange,frankfort,46.00,0,0,0
State,State,lagrange,cincinnati,76.00,0,0,0
State,State,portland,rochester,50.00,0,0,0
State,State,portland,brunswick,26.00,0,0,0
State,State,portland,portmouth,52.00,0,0,0
State,State,orlando,tampa,84.20,0,0,0
State,State,orlando,jacksonville,141.00,0,0,0
State,State,orlando,fortlauderdale,212.00,0,0,0
State,State,montpelier,barre,7.20,0,0,0
State,State,asheville,greenville,63.00,0,0,0
State,State,erie,pittsburgh,128.00,0,0,0
State,State,erie,buffalo,92.80,0,0,0
State,State,erie,cleveland,103.00,0,0,0
State,State,washingtondc,silverspring,6.10,0,0,0
State,State,washingtondc,rockville,17.70,0,0,0
State,State,washingtondc,annapolis,31.70,0,0,0
State,State,ansted,bluefield,85.00,0,0,0
State,State,ansted,charleston,49.00,0,0,0
State,State,ansted,summersville,23.00,0,0,0
State,State,camden,philadelphia,5.10,0,0,0
State,State,camden,atlanticcity,57.80,0,0,0
State,State,savannah,jacksonville,139.00,0,0,0
State,State,savannah,augusta,134.00,0,0,0
State,State,warwick,providence,12.00,0,0,0
State,State,warwick,northkingstown,17.00,0,0,0
State,State,amherst,chicopee,17.60,0,0,0
State,State,amherst,fitchburg,49.10,0,0,0
State,State,newyorkcity,newark,11.00,0,0,0
State,State,newyorkcity,stamford,41.00,0,0,0
State,State,waterville,augusta,19.50,0,0,0
State,State,waterville,bangor,55.70,0,0,0
State,State,stamford,newyorkcity,41.00,0,0,0
State,State,stamford,bridgeport,22.30,0,0,0
State,State,durham,greenbore,55.00,0,0,0
State,State,durham,raleigh,25.00,0,0,0
State,State,washington,annapolis,31.70,0,0,0
State,State,washington,fredericksburg,52.30,0,0,0
State,State,bloomington,indianapolis,50.70,0,0,0
State,State,bloomington,evansville,120.20,0,0,0
State,State,columbus,macon,99.00,0,0,0
State,State,columbus,cincinnati,107.00,0,0,0
State,State,columbus,vienna,113.00,0,0,0
State,State,newark,newyorkcity,11.00,0,0,0
State,State,newark,elizabeth,6.20,0,0,0
State,State,newark,wilmington,14.40,0,0,0
State,State,newark,middletown,17.70,0,0,0
State,State,frankford,oceancity,21.80,0,0,0
State,State,frankford,milford,31.30,0,0,0
State,State,winooski,stalbanscity,25.30,0,0,0
State,State,winooski,barre,3.40,0,0,0
State,State,winooski,burlington,2.10,0,0,0
State,State,fortlauderdale,miami,28.60,0,0,0
State,State,fortlauderdale,orlando,212.00,0,0,0
State,State,traversecity,cadillac,47.20,0,0,0
State,State,trenton,newbrunswick,25.20,0,0,0
State,State,frankfort,lagrange,46.00,0,0,0
State,State,frankfort,lawrenceburg,14.00,0,0,0
State,State,charleston,ansted,49.00,0,0,0
State,State,charleston,vienna,82.00,0,0,0
State,State,cincinnati,dayton,54.20,0,0,0
State,State,cincinnati,lagrange,76.00,0,0,0
State,State,cincinnati,columbus,107.00,0,0,0
State,State,portmouth,portland,52.00,0,0,0
State,State,syracuse,cooperstown,79.00,0,0,0
State,State,troy,cooperstown,76.00,0,0,0
State,State,troy,rutland,84.40,0,0,0
State,State,bangor,waterville,55.70,0,0,0
State,State,pittsburgh,statecollege,136.00,0,0,0
State,State,pittsburgh,erie,128.00,0,0,0
State,State,fortwayne,southbend,90.40,0,0,0
State,State,fortwayne,toledo,102.00,0,0,0
State,State,elizabeth,newark,6.20,0,0,0
State,State,elizabeth,newbrunswick,22.10,0,0,0
State,State,bridgeport,newhaven,20.30,0,0,0
State,State,bridgeport,stamford,22.30,0,0,0
State,State,buffalo,rochester,77.00,0,0,0
State,State,buffalo,erie,92.80,0,0,0
State,State,hartford,chicopee,30.00,0,0,0
State,State,hartford,waterbury,35.50,0,0,0
State,State,newhaven,bridgeport,20.30,0,0,0
State,State,newhaven,waterbury,22.90,0,0,0
State,State,middletown,newark,17.70,0,0,0
State,State,middletown,dover,26.40,0,0,0
State,State,akron,pittsburg,111.00,0,0,0
State,State,akron,cleveland,39.30,0,0,0
State,State,manchester,nashua,19.80,0,0,0
State,State,manchester,concord,17.90,0,0,0
State,State,hagerstown,frederick,27.60,0,0,0
State,State,hagerstown,martinsburg,23.70,0,0,0
State,State,towson,baltimore,14.40,0,0,0
State,State,towson,philadelphia,100.80,0,0,0
State,State,frederick,silverspring,41.70,0,0,0
State,State,frederick,hagerstown,27.60,0,0,0
State,State,greensboro,richmond,202.00,0,0,0
State,State,rochester,portsmouth,23.10,0,0,0
State,State,rochester,buffalo,77.00,0,0,0
State,State,rochester,portland,50.00,0,0,0
State,State,rochester,concord,35.210,0,0,0
State,State,southbend,fortwayne,90.40,0,0,0
State,State,southbend,lafayette,107.40,0,0,0
State,State,westspringfield,chicopee,4.910,0,0,0
State,State,keywest,miami,160.00,0,0,0
State,State,greenbore,charlotte,92.00,0,0,0
State,State,greenbore,durham,55.00,0,0,0
State,State,spartanburg,charlotte,75.00,0,0,0
State,State,spartanburg,columbia,93.00,0,0,0
State,State,spartanburg,greenville,30.20,0,0,0
State,State,toledo,fortwayne,102.00,0,0,0
State,State,toledo,annarbor,54.00,0,0,0
State,State,toledo,cleveland,114.00,0,0,0
