State_Origin,State_Destination,City_Origin,City_Destination,Distance,Speed,Sea_Level_Diff,Sea_Level_Diff_Miles,Sea_Level_Gradient
Rhode Island,Rhode Island,Warwick,Newport,27,43.78,-6,-0.001136364,-4.20876E-05
Rhode Island,Rhode Island,Warwick,Woonsocket,26,44.57,-177,-0.033522738,-0.001289336
Rhode Island,Rhode Island,Warwick,Westerly,38,53.02,-16,-0.003030304,-7.97448E-05
Rhode Island,Rhode Island,Woonsocket,Providence,15,47.37,187,0.035416678,0.002361112
Rhode Island,Rhode Island,Woonsocket,North Kingstown,37,49.33,115,0.02178031,0.000588657
Rhode Island,Rhode Island,Woonsocket,Newport,47,49.47,171,0.032386374,0.000689072
Rhode Island,Rhode Island,Woonsocket,Warwick,27,46.28,177,0.033522738,0.001241583
Rhode Island,Rhode Island,Woonsocket,Westerly,58,56.13,161,0.030492434,0.000525732
Rhode Island,Rhode Island,Westerly,Providence,44,56.17,26,0.004924244,0.000111915
Rhode Island,Rhode Island,Westerly,North Kingstown,31,47.69,-46,-0.008712124,-0.000281036
Rhode Island,Rhode Island,Westerly,Newport,38,48.51,10,0.00189394,4.98405E-05
Rhode Island,Rhode Island,Westerly,Warwick,37,52.86,16,0.003030304,8.19001E-05
Rhode Island,Rhode Island,Westerly,Woonsocket,59,56.19,-161,-0.030492434,-0.000516821
Maryland,Maryland,Baltimore,Annapolis,32.4,55.5,-15,-0.00284091,-8.76824E-05
Maryland,Maryland,Baltimore,Ocean City,146.9,56.5,14,0.002651516,1.80498E-05
Maryland,Maryland,Baltimore,Frederick,48.8,57.41,-278,-0.052651532,-0.001078925
Maryland,Maryland,Baltimore,Silver Spring,33.7,59.52,-319,-0.060416686,-0.00179278
Maryland,Maryland,Baltimore,Rockville,39.6,52.8,-422,-0.079924268,-0.00201829
Maryland,Maryland,Baltimore,Hagerstown,74.4,58.73,-529,-0.100189426,-0.001346632
Maryland,Maryland,Baltimore,Towson,14.6,39.81,-393,-0.074431842,-0.005098071
Maryland,Maryland,Annapolis,Baltimore,32.8,48,15,0.00284091,8.66131E-05
Maryland,Maryland,Annapolis,Ocean City,118,54.46,29,0.005492426,4.6546E-05
Maryland,Maryland,Annapolis,Frederick,69.2,56.87,-263,-0.049810622,-0.000719807
Maryland,Maryland,Annapolis,Silver Spring,35.2,50.28,-304,-0.057575776,-0.001635675
Maryland,Maryland,Annapolis,Rockville,44.9,54.97,-407,-0.077083358,-0.001716779
Maryland,Maryland,Annapolis,Hagerstown,94.8,58.04,-514,-0.097348516,-0.001026883
Maryland,Maryland,Annapolis,Towson,45,48.21,-378,-0.071590932,-0.00159091
Maryland,Maryland,Ocean City,Baltimore,146.1,57.29,-14,-0.002651516,-1.81486E-05
Maryland,Maryland,Ocean City,Annapolis,117.5,57.31,-29,-0.005492426,-4.67441E-05
Maryland,Maryland,Ocean City,Frederick,182.5,59.51,-292,-0.055303048,-0.00030303
Maryland,Maryland,Ocean City,Silver Spring,148.5,58.61,-333,-0.063068202,-0.000424702
Maryland,Maryland,Ocean City,Rockville,158.2,59.32,-436,-0.082575784,-0.000521971
Maryland,Maryland,Ocean City,Hagerstown,208.1,57.27,-500,-0.094697,-0.000455055
Maryland,Maryland,Ocean City,Towson,158.3,53.96,-378,-0.071590932,-0.000452248
Maryland,Maryland,Frederick,Baltimore,50.2,52.84,278,0.052651532,0.001048835
Maryland,Maryland,Frederick,Ocean City,183.7,57.1,292,0.055303048,0.000301051
Maryland,Maryland,Frederick,Silver Spring,41.7,50.04,-41,-0.007765154,-0.000186215
Maryland,Maryland,Frederick,Annapolis,69.2,31.45,263,0.049810622,0.000719807
Maryland,Maryland,Frederick,Hagerstown,26.8,47.29,-251,-0.047537894,-0.001773802
Maryland,Maryland,Frederick,Towson,53.7,54.61,-115,-0.02178031,-0.000405592
Maryland,Maryland,Hagerstown,Baltimore,75.3,57.18,529,0.100189426,0.001330537
Maryland,Maryland,Hagerstown,Annapolis,94.3,60.83,514,0.097348516,0.001032328
Maryland,Maryland,Hagerstown,Ocean City,208.8,56.43,543,0.102840942,0.000492533
Maryland,Maryland,Hagerstown,Frederick,27.6,47.31,251,0.047537894,0.001722387
Maryland,Maryland,Hagerstown,Silver Spring,64.7,50.41,210,0.03977274,0.000614726
Maryland,Maryland,Hagerstown,Rockville,52.5,55.26,107,0.020265158,0.000386003
Maryland,Maryland,Hagerstown,Towson,78.8,58.37,136,0.025757584,0.000326873
Maryland,Maryland,Towson,Baltimore,14.4,45.47,393,0.074431842,0.005168878
Maryland,Maryland,Towson,Annapolis,44.4,54.36,378,0.071590932,0.001612408
Maryland,Maryland,Towson,Ocean City,158.8,54.44,407,0.077083358,0.000485412
Maryland,Maryland,Towson,Frederick,52.1,54.84,115,0.02178031,0.000418048
Maryland,Maryland,Towson,Rockville,49.7,47.33,-29,-0.005492426,-0.000110512
Maryland,Maryland,Towson,Silver Spring,51,55.63,74,0.014015156,0.000274807
Washington,Washington,Washington DC,Baltimore,38.5,43.58,-2,-0.000378788,-9.83865E-06
Washington,Washington,Washington DC,Annapolis,31.7,45.28,-17,-0.003219698,-0.000101568
Washington,Washington,Washington DC,Ocean City,146.2,54.14,2,0.000378788,2.59089E-06
Washington,Washington,Washington DC,Frederick,45.5,47.89,-280,-0.05303032,-0.001165502
Washington,Washington,Washington DC,Silver Spring,6.1,19.26,-321,-0.060795474,-0.009966471
Washington,Washington,Washington DC,Rockville,17.7,36.62,-424,-0.080303056,-0.004536896
Washington,Washington,Washington DC,Hagerstown,68.6,49.5,-531,-0.100568214,-0.001466009
Washington,Washington,Washington DC,Towson,55.4,42.61,-395,-0.07481063,-0.001350372
Florida,Georgia,Jacksonville,Savanna,139,62.7,119,0.022537886,0.000162143
Florida,Georgia,Jacksonville,Macon,270,67.5,-252,-0.047727288,-0.000176768
Georgia,South Carolina,Athens,Greenville,101,57.71,-187,-0.035416678,-0.00035066
Georgia,South Carolina,Athens,Columbia,174,61.05,471,0.089204574,0.00051267
Georgia,South Carolina,Athens,Clemson,80,55.81,-90,-0.01704546,-0.000213068
Georgia,South Carolina,Augusta,Columbia,75,62.5,134,0.025378796,0.000338384
Georgia,South Carolina,Augusta,Sumter,119,57.58,180,0.03409092,0.000286478
Georgia,North Carolina,Atlanta,Asheville,197,57.94,-1066,-0.201894004,-0.001024843
South Carolina,North Carolina,Myrtle Beach,Wilmington,72,51.42,-17,-0.003219698,-4.4718E-05
South Carolina,North Carolina,Greenville,Charlotte,102,60.51,364,0.068939416,0.000675877
South Carolina,North Carolina,Greenville,Asheville,62,53.91,-1208,-0.228787952,-0.003690128
South Carolina,North Carolina,Spartanburg,Charlotte,74,57.66,160,0.03030304,0.000409501
North Carolina,Virginia,Greensboro,Richmond,202,64.12,575,0.10890155,0.000539117
North Carolina,Virginia,Durham,Richmond,150,64.74,59,0.011174246,7.4495E-05
North Carolina,Virginia,Durham,Virginia Beach,201,57.15,272,0.051515168,0.000256294
North Carolina,Virginia,Durham,Hampton,218,64.43,319,0.060416686,0.000277141
North Carolina,Virginia,Durham,Williamsburg,192,64,233,0.044128802,0.000229838
North Carolina,Virginia,Raleigh,Hampton,195,60,322,0.060984868,0.000312743
North Carolina,Virginia,Raleigh,Virginia Beach,200,59.4,275,0.05208335,0.000260417
North Carolina,Virginia,Raleigh,Williamsburg,205,65.68,236,0.044696984,0.000218034
Georgia,Florida,Savanna,Jacksonville,139,61.32,-119,-0.022537886,-0.000162143
Georgia,Florida,Macon,Jacksonville,269,67.53,252,0.047727288,0.000177425
South Carolina,Georgia,Greenville,Athens,101,57.71,187,0.035416678,0.00035066
South Carolina,Georgia,Columbia,Athens,178,62.09,-493,-0.093371242,-0.000524558
South Carolina,Georgia,Clemson,Athens,79,55.11,90,0.01704546,0.000215765
South Carolina,Georgia,Columbia,Augusta,77,62.43,-134,-0.025378796,-0.000329595
South Carolina,Georgia,Sumter,Augusta,121,57.61,-180,-0.03409092,-0.000281743
North Carolina,Georgia,Asheville,Atlanta,198,57.95,1066,0.201894004,0.001019667
North Carolina,South Carolina,Wilmington,Myrtle Beach,72,50.82,17,0.003219698,4.4718E-05
North Carolina,South Carolina,Charlotte,Greenville,102,59.41,-364,-0.068939416,-0.000675877
North Carolina,South Carolina,Asheville,Greenville,63,54.78,1208,0.228787952,0.003631555
North Carolina,South Carolina,Charlotte,Spartanburg,75,58.44,-160,-0.03030304,-0.000404041
West Virginia,Maryland,Martinsburg,Hagerstown,22.9,50.88,-94,-0.017803036,-0.000777425
Maryland,West Virginia,Hagerstown,Martinsburg,23.7,50.78,94,0.017803036,0.000751183
West Virginia,Virginia,Martinsburg,Fredericksburg,104.8,51.54,395,0.07481063,0.000713842
Virginia,West Virginia,Fredericksburg,Martinsburg,103.9,50.68,-395,-0.07481063,-0.000720025
Washington DC,Maryland,Washington,Annapolis,31.7,38.04,-17,-0.003219698,-0.000101568
Maryland,Washington DC,Annapolis,Washintgton,32.2,35.77,17,0.003219698,9.99906E-05
Washington DC,Virginia,Washington,Fredericksburg,53.1,37.92,-42,-0.007954548,-0.000149803
Virginia,Washington DC,Fredericksburg,Washington,52.3,42.4,42,0.007954548,0.000152095
West Virginia,Washington DC,Martinsburg,Washington,77.7,48.5,437,0.082765178,0.001065189
Washington DC,West Virginia,Washington,Martinsburg,89.2,52.4,-437,-0.082765178,-0.000927861
Pennsylvania,Maryland,Philadelphia,Towson,100.3,57.31,-369,-0.069886386,-0.000696774
Maryland,Pennsylvania,Towson,Philadelphia,100.8,61.09,369,0.069886386,0.000693317
Pennsylvania,West Virginia,Pittsburgh,Martinsburg,189.2,61.69,320,0.06060608,0.000320328
West Virginia,Pennsylvania,Martinsburg,Pittsburgh,189,63,-320,-0.06060608,-0.000320667
New Hampshire,Vermont,Concord,Barre,114,65.14,-488,-0.092424272,-0.000810739
New Hampshire,Vermont,Concord,Montpelier,116,66.28,-287,-0.054356078,-0.000468587
New Hampshire,Vermont,Concord,Rutland,106,54.35,-207,-0.039204558,-0.000369854
New Hampshire,Vermont,Keene,Barre,112,61.09,-336,-0.063636384,-0.000568182
New Hampshire,Vermont,Keene,Montpelier,114,63.27,-135,-0.02556819,-0.000224282
New Hampshire,Vermont,Keene,Rutland,72,46.95,-55,-0.01041667,-0.000144676
Massachusetts,Vermont,Fitchburg,Rutland,109,45.1,17,0.003219698,2.95385E-05
Massachusetts,Vermont,Leominster,Rutland,117,46.49,-104,-0.019696976,-0.00016835
New Hampshire,Maine,Portsmouth,Portland,52,62.4,-7,-0.001325758,-2.54953E-05
Massachusetts,New Hampshire,Fitchburg,nashua,25,34.88,410,0.07765154,0.003106062
Massachusetts,New Hampshire,Leominster,nashua,28,34.28,289,0.054734866,0.001954817
Massachusetts,New Hampshire,Pepperell,nashua,12,32.72,126,0.023863644,0.001988637
Vermont,New Hampshire,Barre,Concord,115,62.72,488,0.092424272,0.000803689
Vermont,New Hampshire,Montpelier,Concord,117,65,287,0.054356078,0.000464582
Vermont,New Hampshire,Rutland,Concord,106,2,207,0.039204558,0.000369854
Vermont,New Hampshire,Barre,Keene,113,2,336,0.063636384,0.000563154
Vermont,New Hampshire,Montpelier,Keene,115,2,135,0.02556819,0.000222332
Vermont,New Hampshire,Rutland,Keene,72,1.5,55,0.01041667,0.000144676
Vermont,Massachusetts,Rutland,Fitchburg,110,45.83,-17,-0.003219698,-2.927E-05
Vermont,Massachusetts,Rutland,Leominster,117,46.49,104,0.019696976,0.00016835
New Hampshire,Maine,Portland,Rochester,50,46.87,-179,-0.033901526,-0.000678031
New Hampshire,Maine,Portland,Portsmouth,52,61.17,7,0.001325758,2.54953E-05
New Hampshire,Massachusetts,nashua,Fitchburg,25,35.71,-410,-0.07765154,-0.003106062
New Hampshire,Massachusetts,nashua,Leominster,28,35,-289,-0.054734866,-0.001954817
New Hampshire,Massachusetts,nashua,Pepperell,12,37.89,-126,-0.023863644,-0.001988637
Massachusetts,Rhode Island,Chicopee,Woonsocket,71,59.16,-15,-0.00284091,-4.00128E-05
Rhode Island,Massachusetts,Woonsocket,Chicopee,71,58.35,15,0.00284091,4.00128E-05
Connecticut,Massachusetts,Hartford,Chicopee,30,60,-156,-0.029545464,-0.000984849
Massachusetts,Connecticut,Chicopee,Hartford,31,60,156,0.029545464,0.000953079
Ohio,Michigan,Toledo,Detroit,59,59,-18,-0.003409092,-5.77812E-05
Ohio,Michigan,Toledo,Ann Arbor,54,58.064516,-260,-0.04924244,-0.000911897
Ohio,Indiana,Toledo,Fortwayne,103,63.580247,-203,-0.038446982,-0.000373272
Ohio,Indiana,Toledo,Southbend,156,65,-129,-0.024431826,-0.000156614
Ohio,Indiana,Cincinnati,Fortwayne,179,59.666667,-306,-0.057954564,-0.000323769
Ohio,Kentucky,Cincinnati,Frankfort,79,51.973684,-176,-0.033333344,-0.000421941
Ohio,Kentucky,Cincinnati,Louisville,100,58.139535,-46,-0.008712124,-8.71212E-05
Ohio,Kentucky,Cincinnati,La Grange,76,63.333333,-272,-0.051515168,-0.000677831
Ohio,West Virginia,Columbus,Charleston,163,63.178295,-96,-0.018181824,-0.000111545
Ohio,West Virginia,Columbus,Vienna,113,59.473684,58,0.010984852,9.72111E-05
Ohio,Pennsylvania,Akron,Pittsburg,111,63.428571,180,0.03409092,0.000307125
Ohio,Pennsylvania,Akron,Erie,126,64.615385,259,0.049053046,0.00038931
Ohio,Indiana,Dayton,Fortwayne,126,56.25,26,0.004924244,3.90813E-05
Ohio,Pennsylvania,Cleveland,Pittsburg,134,64.423077,-173,-0.032765162,-0.000244516
Ohio,Pennsylvania,Cleveland,Erie,103,63.580247,-94,-0.017803036,-0.000172845
Kentucky,Ohio,Louisville,Cincinnati,99,58.235294,46,0.008712124,8.80013E-05
Kentucky,Indiana,Louisville,Evansville,130,63.72549,185,0.03503789,0.000269522
Kentucky,Ohio,Frankfort,Cincinnati,79,52.666667,176,0.033333344,0.000421941
Kentucky,West Virginia,Frankfort,Charleston,197,65.666667,-229,-0.043371226,-0.000220159
Kentucky,Ohio,La Grange,Cincinnati,76,63.333333,272,0.051515168,0.000677831
Kentucky,West Virginia,La Grange,Charleston,239,64.594595,-133,-0.025189402,-0.000105395
Kentucky,Indiana,La Grange,Evansville,146,67.906977,411,0.077840934,0.000533157
Michigan,Ohio,Detroit,Toledo,59,62.105263,18,0.003409092,5.77812E-05
Michigan,Indiana,Detroit,Fortwayne,162,63.529412,-185,-0.03503789,-0.000216283
Michigan,Indiana,Detroit,Southbend,211,63.939394,-111,-0.021022734,-9.96338E-05
Michigan,Indiana,Ann Arbor,Southbend,169,61.454545,131,0.024810614,0.000146808
Michigan,Indiana,Ann Arbor,Fortwayne,141,61.304348,57,0.010795458,7.65635E-05
Indiana,Ohio,Fortwayne,Toledo,102,63.75,203,0.038446982,0.000376931
Indiana,Ohio,Fortwayne,Dayton,127,57.207207,-26,-0.004924244,-3.87736E-05
Indiana,Michigan,Southbend,Ann Arbor,178,64.028777,-131,-0.024810614,-0.000139385
Indiana,Michigan,Southbend,Detroit,217,63.823529,111,0.021022734,9.6879E-05
Indiana,Kentucky,Evansville,Louisville,127,65.463918,-185,-0.03503789,-0.000275889
Indiana,Kentucky,Evansville,La Grange,144,66.666667,-411,-0.077840934,-0.000540562
New York,New Jersey,New York City,Newark,17,22.67,-28,-0.005303032,-0.000311943
New York,Connecticut,New York City,Stamford,40,42.11,-5,-0.00094697,-2.36743E-05
Connecticut,Rhode Island,Hartford,Providence,73,48.66666667,-17,-0.003219698,-4.41055E-05
Delaware,New Jersey,Wilmington,Trenton,61,58.65384615,101,0.019128794,0.000313587
New Jersey,New York,Newark,New York City,11,22,28,0.005303032,0.000482094
Connecticut,New York,Stamford,New York City,41,40.19607843,5,0.00094697,2.30968E-05
Rhode Island,Connecticut,Providence,Hartford,73,48.66666667,17,0.003219698,4.41055E-05
New Jersey,Delaware,Trenton,Wilmington,62,60.19417476,-101,-0.019128794,-0.000308529
Delaware,New Jersey,Wilmington,Trenton,61,59.22330097,101,0.019128794,0.000313587
New Jersey,Pennsylvania,Camden,Philadelphia,5.1,25.5,-1,-0.000189394,-3.71361E-05
New Jersey,Pennsylvania,Trenton,Philadelphia,33,62.26415094,0,0,0
Massachusetts,Rhode Island,Chicopee,Woonsocket,71,59.16666667,-15,-0.00284091,-4.00128E-05
Rhode Island,Massachusetts,Woonsocket,Chicopee,71,59.16666667,15,0.00284091,4.00128E-05
Massachusetts,New York,West Springfield,Troy,88.4,59.72972973,32,0.006060608,6.85589E-05
New York,Massachusetts,Troy,West Springfield,88,60.2739726,-32,-0.006060608,-6.88705E-05
Kentucky,Virginia,Lexington,Fredrickburg,487,60.875,913,0.172916722,0.000355065
Maine,New Hampshire,Portland,Portmouth,52,60,7,0.001325758,2.54953E-05
Vermont,New York,Rutland,Troy,85,47,433,0.082007602,0.000964795
New York,New Jersey,New York City,Newark,17,22.67,-28,-0.005303032,-0.000311943
New York,Connecticut,New York City,Stamford,40,42.11,-5,-0.00094697,-2.36743E-05
New York,Massachusetts,Troy,West Springfield,88,60.2739726,-32,-0.006060608,-6.88705E-05
New York,Pennsylvania,Buffalo,Erie,92.8,59.10828025,-47,-0.008901518,-9.59215E-05
New York,Pennsylvania,New York City,Allentown,91.1,44.87684729,-194,-0.036742436,-0.00040332
New York,Vermont,Rutland,Troy,84.4,48.22857143,433,0.082007602,0.000971654
New Jersey,Pennsylvania,Camden,Philadelphia,5.1,25.5,-1,-0.000189394,-3.71361E-05
New Jersey,Pennsylvania,Trenton,Philadelphia,33,62.26415094,0,0,0
New Jersey,Delaware,Trenton,Wilmington,62,60.19417476,-101,-0.019128794,-0.000308529
New Jersey,New York,Newark,New York City,11,22,28,0.005303032,0.000482094
Delaware,New Jersey,Wilmington,Trenton,61,59.22330097,101,0.019128794,0.000313587
Delaware,Maryland,Frankford,Ocean City,21.8,43.6,57,0.010795458,0.000495204
Delaware,Pennsylvania,Wilmington,Philadelphia,31.2,33.19148936,-1,-0.000189394,-6.07032E-06
Connecticut,Rhode Island,Hartford,Providence,73,48.66666667,-17,-0.003219698,-4.41055E-05
Connecticut,Massachusetts,Hartford,Chicopee,30,60,-156,-0.029545464,-0.000984849
Connecticut,New York,Stamford,New York City,41,40.19607843,5,0.00094697,2.30968E-05
Rhode Island,Connecticut,Providence,Hartford,73,48.66666667,17,0.003219698,4.41055E-05
Rhode Island,Massachusetts,Woonsocket,Chicopee,71,59.16666667,15,0.00284091,4.00128E-05
