State_Origin,State_Destination,City_Origin,City_Destination,Distance,Speed,Sea_Level_Diff,Sea_Level_Diff_Miles,Sea_Level_Gradient
Florida,Florida,Key West,Miami,164,46.86,102,0.019318188,0.000117794
Florida,Florida,Key West,Fort Lauderdale,189,48.46,-20,-0.00378788,-2.00417E-05
Florida,Florida,Key West,Orlando,393,58.66,49,0.009280306,2.3614E-05
Florida,Florida,Key West,Tampa,426,60.71,42,0.007954548,1.86726E-05
Florida,Florida,Key West,Jacksonville,503,60.97,162,0.030681828,6.09977E-05
Florida,Florida,Miami,Key West,160,39.02,-102,-0.019318188,-0.000120739
Florida,Florida,Miami,Fort Lauderdale,28.6,23.51,-122,-0.023106068,-0.000807904
Florida,Florida,Miami,Orlando,236,58.03,-53,-0.010037882,-4.25334E-05
Florida,Florida,Miami,Tampa,282,61.08,-60,-0.01136364,-4.02966E-05
Florida,Florida,Miami,Jacksonville,346,61.6,60,0.01136364,3.28429E-05
Florida,Florida,Fort Lauderdale,Key West,194,47.51,20,0.00378788,1.95252E-05
Florida,Florida,Fort Lauderdale,Miami,28.6,31.78,122,0.023106068,0.000807904
Florida,Florida,Fort Lauderdale,Orlando,213,68.14,69,0.013068186,6.1353E-05
Florida,Florida,Fort Lauderdale,Tampa,264,65.45,62,0.011742428,4.44789E-05
Florida,Florida,Fort Lauderdale,Jacksonville,324,63.12,182,0.034469708,0.000106388
Florida,Florida,Orlando,Key West,392,61.09,-49,-0.009280306,-2.36743E-05
Florida,Florida,Orlando,Miami,235,68.78,53,0.010037882,4.27144E-05
Florida,Florida,Orlando,Fort Lauderdale,212,68.39,-69,-0.013068186,-6.16424E-05
Florida,Florida,Orlando,Tampa,95.7,54.69,-7,-0.001325758,-1.38533E-05
Florida,Florida,Orlando,Jacksonville,141,64.09,113,0.021401522,0.000151784
Florida,Florida,Tampa,Key West,425,62.5,-42,-0.007954548,-1.87166E-05
Florida,Florida,Tampa,Miami,280,69.71,60,0.01136364,4.05844E-05
Florida,Florida,Tampa,Fort Lauderdale,263,70.45,-62,-0.011742428,-4.4648E-05
Florida,Florida,Tampa,Orlando,84.2,50.52,7,0.001325758,1.57453E-05
Florida,Florida,Tampa,Jacksonville,199,62.19,120,0.02272728,0.000114207
Florida,Florida,Jacksonville,Key West,503,63.14,-162,-0.030681828,-6.09977E-05
Florida,Florida,Jacksonville,Miami,346,69.66,-60,-0.01136364,-3.28429E-05
Florida,Florida,Jacksonville,Fort Lauderdale,326,70.61,-182,-0.034469708,-0.000105735
Florida,Florida,Jacksonville,Orlando,141,65.63,-113,-0.021401522,-0.000151784
Florida,Florida,Jacksonville,Tampa,200,62.83,-120,-0.02272728,-0.000113636
Massachusetts,Massachusetts,Pepperell,Fitchburg,15.4,31.86,-104.98,-0.019882582,-0.001291077
Massachusetts,Massachusetts,Pepperell,Leominster,16.8,31.5,-75.46,-0.014291671,-0.000850695
Massachusetts,Massachusetts,Pepperell,Amherst,68.2,47.03,160.77,0.030448873,0.000446464
Massachusetts,Massachusetts,Pepperell,Chicopee,91.8,57.37,196.86,0.037284103,0.000406145
Massachusetts,Massachusetts,Pepperell,West Springfield,94,55.84,157.48,0.029825767,0.000317295
Massachusetts,Massachusetts,Fitchburg,Pepperell,15.4,33,104.98,0.019882582,0.001291077
Massachusetts,Massachusetts,Fitchburg,Leominster,5.2,22.28,29.52,0.005590911,0.001075175
Massachusetts,Massachusetts,Fitchburg,Amherst,50.2,47.06,265.75,0.050331456,0.001002619
Massachusetts,Massachusetts,Fitchburg,Chicopee,78.5,50.1,301.83,0.057164791,0.000728214
Massachusetts,Massachusetts,Fitchburg,West Springfield,80.7,56.96,262.46,0.049708349,0.000615965
Massachusetts,Massachusetts,Leominster,Pepperell,16.3,30.56,75.46,0.014291671,0.00087679
Massachusetts,Massachusetts,Leominster,Fitchburg,5.2,22.28,-29.52,-0.005590911,-0.001075175
Massachusetts,Massachusetts,Leominster,Amherst,51.1,47.16,236.23,0.044740545,0.000875549
Massachusetts,Massachusetts,Leominster,Chicopee,73.7,58.96,272.31,0.05157388,0.000699781
Massachusetts,Massachusetts,Leominster,West Springfield,75.8,58.3,232.94,0.044117438,0.000582024
Massachusetts,Massachusetts,Amherst,Pepperell,69.3,47.79,-160.77,-0.030448873,-0.000439378
Massachusetts,Massachusetts,Amherst,Fitchburg,49.1,46.03,-265.75,-0.050331456,-0.001025081
Massachusetts,Massachusetts,Amherst,Leominster,50.8,46.18,-236.23,-0.044740545,-0.000880719
Massachusetts,Massachusetts,Amherst,Chicopee,17.5,32.81,36.08,0.006833336,0.000390476
Massachusetts,Massachusetts,Amherst,West Springfield,23.91,42.17,-3.29,-0.000623106,-2.60605E-05
Massachusetts,Massachusetts,Chicopee,Pepperell,88.7,56.02,-196.85,-0.037282209,-0.000420318
Massachusetts,Massachusetts,Chicopee,Fitchburg,77.7,58.27,-301.83,-0.057164791,-0.000735712
Massachusetts,Massachusetts,Chicopee,Leominster,73.7,58.96,-272.31,-0.05157388,-0.000699781
Massachusetts,Massachusetts,Chicopee,Amherst,17.6,33,-36.08,-0.006833336,-0.000388258
Massachusetts,Massachusetts,Chicopee,West Springfield,4.9,29.4,-39.37,-0.007456442,-0.001521723
Massachusetts,Massachusetts,West Springfield,Pepperell,90.8,55.59,-157.48,-0.029825767,-0.000328478
Massachusetts,Massachusetts,West Springfield,Fitchburg,79.71,57.61,-262.46,-0.049708349,-0.000623615
Massachusetts,Massachusetts,West Springfield,Leominster,75.81,58.3,-232.94,-0.044117438,-0.000581947
Massachusetts,Massachusetts,West Springfield,Amherst,24.61,42.17,3.29,0.000623106,2.53192E-05
Massachusetts,Massachusetts,West Springfield,Chicopee,4.91,29.4,39.37,0.007456442,0.001518624
New York,New York,Rochester,Syracuse,86,63.7,-31,-0.005871214,-6.82699E-05
New York,New York,Rochester,Cooperstown,173,62.23,-844,-0.159848536,-0.00092398
New York,New York,Rochester,Buffalo,74,61.67,-242,-0.045833348,-0.00061937
New York,New York,Rochester,New York City,313,58.5,305,0.05776517,0.000184553
New York,New York,Rochester,Troy,230,49.25,299,0.056628806,0.000246212
New York,New York,Syracuse,Rochester,86,54.43,31,0.005871214,6.82699E-05
New York,New York,Syracuse,Cooperstown,93,57.41,-813,-0.153977322,-0.00165567
New York,New York,Syracuse,Buffalo,149,65.35,-211,-0.039962134,-0.000268202
New York,New York,Syracuse,New York City,193,48.25,336,0.063636384,0.000329722
New York,New York,Syracuse,Troy,76,33.04,330,0.06250002,0.000822369
New York,New York,Cooperstown,Rochester,174,61.7,844,0.159848536,0.00091867
New York,New York,Cooperstown,Syracuse,79,45.93,813,0.153977322,0.00194908
New York,New York,Cooperstown,Buffalo,237,62.86,602,0.114015188,0.000481077
New York,New York,Cooperstown,New York City,193,50.79,1149,0.217613706,0.001127532
New York,New York,Cooperstown,Troy,76,47.5,1143,0.216477342,0.002848386
New York,New York,Buffalo,Rochester,77,64.17,242,0.045833348,0.000595238
New York,New York,Buffalo,Syracuse,152,65.24,211,0.039962134,0.000262909
New York,New York,Buffalo,Cooperstown,237,62.7,-602,-0.114015188,-0.000481077
New York,New York,Buffalo,New York City,373,61.15,547,0.103598518,0.000277744
New York,New York,Buffalo,Troy,294,65.33,541,0.102462154,0.000348511
New York,New York,New York City,Rochester,333,63.07,-305,-0.05776517,-0.000173469
New York,New York,New York City,Syracuse,247,61.75,-336,-0.063636384,-0.000257637
New York,New York,New York City,Cooperstown,199,52.09,-1149,-0.217613706,-0.001093536
New York,New York,New York City,Buffalo,373,60.65,-547,-0.103598518,-0.000277744
New York,New York,New York City,Troy,159,58.24,-6,-0.001136364,-7.14694E-06
New York,New York,Troy,Rochester,230,65.16,-299,-0.056628806,-0.000246212
New York,New York,Troy,Syracuse,149,64.22,-330,-0.06250002,-0.000419463
New York,New York,Troy,Cooperstown,76,48.1,-1143,-0.216477342,-0.002848386
New York,New York,Troy,New York City,293,65.11,-541,-0.102462154,-0.0003497
New York,New York,Troy,Buffalo,157,67.38,6,0.001136364,7.23799E-06
Vermont,Vermont,Burlington,St Albans City,28.6,53.62,90.25,0.017092809,0.000597651
Vermont,Vermont,Burlington,Winooski,2.5,16.6,40.5,0.007670457,0.003068183
Vermont,Vermont,Burlington,Barre,45,56.25,-815,-0.15435611,-0.003430136
Vermont,Vermont,Burlington,Montpelier,38.8,58.2,-340,-0.06439396,-0.001659638
Vermont,Vermont,Burlington,Rutland,66.6,41.19,-440,-0.08333336,-0.001251252
Vermont,Vermont,St Albans City,Burlington,28.2,51.27,-90,-0.01704546,-0.000604449
Vermont,Vermont,St Albans City,Winooski,25.3,54.21,-50,-0.0094697,-0.000374296
Vermont,Vermont,St Albans City,Barre,27.7,57.31,-905,-0.17140157,-0.006187782
Vermont,Vermont,St Albans City,Montpelier,64.2,58.25,-430,-0.08143942,-0.001268527
Vermont,Vermont,St Albans City,Rutland,93.9,47.7,-530,-0.10037882,-0.001068997
Vermont,Vermont,Winooski,Burlington,2.1,15.75,-40,-0.00757576,-0.003607505
Vermont,Vermont,Winooski,St Albans City,25.3,51.27,50,0.0094697,0.000374296
Vermont,Vermont,Winooski,Barre,3.4,25.5,-855,-0.16193187,-0.047627021
Vermont,Vermont,Winooski,Montpelier,39.9,59.8,-380,-0.07196972,-0.001803752
Vermont,Vermont,Winooski,Rutland,69.9,44.9,-480,-0.09090912,-0.00130056
Vermont,Vermont,Montpelier,Burlington,38.9,55.57,340,0.06439396,0.001655372
Vermont,Vermont,Montpelier,St Albans City,63.9,64.98,430,0.08143942,0.001274482
Vermont,Vermont,Montpelier,Winooski,39.5,62.36,380,0.07196972,0.001822018
Vermont,Vermont,Montpelier,Barre,7.2,27,-475,-0.08996215,-0.012494743
Vermont,Vermont,Montpelier,Rutland,66.8,53.44,-100,-0.0189394,-0.000283524
Vermont,Vermont,Rutland,Burlington,66.6,41.19,440,0.08333336,0.001251252
Vermont,Vermont,Rutland,St Albans City,94,49.04,530,0.10037882,0.00106786
Vermont,Vermont,Rutland,Winooski,69.5,45.32,480,0.09090912,0.001308045
Vermont,Vermont,Rutland,Barre,64.5,52.29,-375,-0.07102275,-0.001101128
Vermont,Vermont,Rutland,Montpelier,66.8,55,100,0.0189394,0.000283524
Vermont,Vermont,Barre,Burlington,45,56.25,815,0.15435611,0.003430136
Vermont,Vermont,Barre,St Albans City,27.7,57.32,905,0.17140157,0.006187782
Vermont,Vermont,Barre,Winooski,3.4,27,855,0.16193187,0.047627021
Vermont,Vermont,Barre,Montpelier,7.2,27,475,0.08996215,0.012494743
Vermont,Vermont,Barre,Rutland,64.5,52.29,375,0.07102275,0.001101128
Maine,Maine,Portland,Lewiston,35.2,45.12821,-306,-0.057954564,-0.001646436
Maine,Maine,Portland,Bangor,130,65,-157,-0.029734858,-0.00022873
Maine,Maine,Portland,Augusta,56.1,62.33333,-114,-0.021590916,-0.000384865
Maine,Maine,Portland,Waterville,75,58.59375,-215,-0.04071971,-0.000542929
Maine,Maine,Portland,Brunswick,27,54,-50,-0.0094697,-0.00035073
Maine,Maine,Lewiston,Portland,36.2,47.63158,306,0.057954564,0.001600955
Maine,Maine,Lewiston,Bangor,107,66.45963,149,0.028219706,0.000263736
Maine,Maine,Lewiston,Augusta,33.4,55.66667,192,0.036363648,0.001088732
Maine,Maine,Lewiston,Waterville,52.2,58,91,0.017234854,0.00033017
Maine,Maine,Lewiston,Brunswick,21,38.18182,256,0.048484864,0.002308803
Maine,Maine,Bangor,Portland,130,65,157,0.029734858,0.00022873
Maine,Maine,Bangor,Lewiston,108,63.52941,-149,-0.028219706,-0.000261294
Maine,Maine,Bangor,Augusta,76.7,65,43,0.008143942,0.000106179
Maine,Maine,Bangor,Waterville,57,62.63736,-58,-0.010984852,-0.000192717
Maine,Maine,Bangor,Brunswick,110,65.47619,107,0.020265158,0.000184229
Maine,Maine,Augusta,Portland,55.9,62.11111,114,0.021590916,0.000386242
Maine,Maine,Augusta,Lewiston,34,55.7377,-192,-0.036363648,-0.001069519
Maine,Maine,Augusta,Bangor,75.6,65.73913,-43,-0.008143942,-0.000107724
Maine,Maine,Augusta,Waterville,21,48.83721,-101,-0.019128794,-0.000910895
Maine,Maine,Augusta,Brunswick,36,60,64,0.012121216,0.0003367
Maine,Maine,Waterville,Portland,76.2,63.5,215,0.04071971,0.000534379
Maine,Maine,Waterville,Lewiston,54.3,59.67033,-91,-0.017234854,-0.000317401
Maine,Maine,Waterville,Bangor,55.7,64.76744,58,0.010984852,0.000197215
Maine,Maine,Waterville,Augusta,19.5,42.3913,101,0.019128794,0.000980964
Maine,Maine,Waterville,Brunswick,56,62.22222,165,0.03125001,0.000558036
Maine,Maine,Brunswick,Portland,26,52,50,0.0094697,0.000364219
Maine,Maine,Brunswick,Lewiston,21,37.5,-256,-0.048484864,-0.002308803
Maine,Maine,Brunswick,Bangor,106,67.08861,-107,-0.020265158,-0.000191181
Maine,Maine,Brunswick,Augusta,32,57.14286,-64,-0.012121216,-0.000378788
Maine,Maine,Brunswick,Waterville,51,59.30233,-165,-0.03125001,-0.000612745
North Carolina,North Carolina,Raleigh,Charlotte,166,65.92,-101.498,-0.019223112,-0.000115802
North Carolina,North Carolina,Raleigh,Asheville,247,65.87,69.312,0.013127277,5.31469E-05
North Carolina,North Carolina,Raleigh,Wilmington,128,67.89,-12.85,-0.002433713,-1.90134E-05
North Carolina,North Carolina,Raleigh,Greenbore,77,65.4,-86.423,-0.016367998,-0.000212571
North Carolina,North Carolina,Raleigh,Durham,25,50.9,-9.84252,-0.001864114,-7.45646E-05
North Carolina,North Carolina,Charlotte,Raleigh,166,66.4,-101.498,-0.019223112,-0.000115802
North Carolina,North Carolina,Charlotte,Asheville,125,62.9,6.486,0.001228409,9.82728E-06
North Carolina,North Carolina,Charlotte,Wilmington,201,61.3,-0.569,-0.000107765,-5.36145E-07
North Carolina,North Carolina,Charlotte,Greenbore,91,66.9,0.137,2.5947E-05,2.85132E-07
North Carolina,North Carolina,Charlotte,Durham,141,68.1,-0.0708,-1.34091E-05,-9.51E-08
North Carolina,North Carolina,Asheville,Raleigh,247,67.07,-69.312,-0.013127277,-5.31469E-05
North Carolina,North Carolina,Asheville,Charlotte,126,63.1,0.408,7.72728E-05,6.13276E-07
North Carolina,North Carolina,Asheville,Wilmington,331,64.4,-157.481,-0.029825957,-9.01086E-05
North Carolina,North Carolina,Asheville,Greenbore,173,61.5,-86.423,-0.016367998,-9.46127E-05
North Carolina,North Carolina,Asheville,Durham,224,67.8,-173.885,-0.032932776,-0.000147021
North Carolina,North Carolina,Willmigton,Asheville,331,64.2,157.481,0.029825957,9.01086E-05
North Carolina,North Carolina,Willmigton,Raleigh,128,69.35,-12.85,-0.002433713,-1.90134E-05
North Carolina,North Carolina,Willmigton,Charlotte,201,60.5,-639.763,-0.121167274,-0.000602822
North Carolina,North Carolina,Willmigton,Greenbore,206,54.15,-226.378,-0.042874635,-0.000208129
North Carolina,North Carolina,Willmigton,Durham,153,69.55,13.936,0.002639395,1.72509E-05
North Carolina,North Carolina,Greenbore,Wilmington,205,64.57,-226.378,-0.042874635,-0.000209145
North Carolina,North Carolina,Greenbore,Asheville,173,86.5,0.97,0.000183712,1.06192E-06
North Carolina,North Carolina,Greenbore,Raleigh,77,58.1,-86.423,-0.016367998,-0.000212571
North Carolina,North Carolina,Greenbore,Charlotte,92,66,-541.338,-0.102526169,-0.001114415
North Carolina,North Carolina,Greenbore,Durham,54,56.5,-22.9659,-0.004349604,-8.05482E-05
North Carolina,North Carolina,Durham,Greenbore,55,67.3,22.9659,0.004349604,7.90837E-05
North Carolina,North Carolina,Durham,Wilmington,154,68.44,-13.936,-0.002639395,-1.71389E-05
North Carolina,North Carolina,Durham,Asheville,225,66.4,173.885,0.032932776,0.000146368
North Carolina,North Carolina,Durham,Charlotte,145,67.45,9.84252,0.001864114,1.2856E-05
North Carolina,North Carolina,Durham,Raleigh,25,46,9.84252,0.001864114,7.45646E-05
Virginia,Virginia,Alexandria,Hampton,175,58.33333,226.378,0.042874635,0.000244998
Virginia,Virginia,Alexandria,Fredericksburg,48.5,41.10169,32.8084,0.006213714,0.000128118
Virginia,Virginia,Alexandria,Richmond,104,52,9.84252,0.001864114,1.79242E-05
Virginia,Virginia,Alexandria,Virginia Beach,204,58.28571,203.412,0.038525012,0.000188848
Virginia,Virginia,Alexandria,Williamsburg,150,58.13953,183.727,0.034796791,0.000231979
Virginia,Virginia,Hampton,Alexandria,174,66.92308,-226.378,-0.042874635,-0.000246406
Virginia,Virginia,Hampton,Fredericksburg,128,64,-193.57,-0.036660997,-0.000286414
Virginia,Virginia,Hampton,Richmond,76.6,63.83333,-216.535,-0.04101043,-0.000535384
Virginia,Virginia,Hampton,Virginia Beach,30.08,50.13333,-22.9659,-0.004349604,-0.000144601
Virginia,Virginia,Hampton,Williamsburg,29.9,59.8,-42.6509,-0.008077825,-0.000270161
Virginia,Virginia,Fredericksburg,Alexandria,47.8,45.96154,-32.8084,-0.006213714,-0.000129994
Virginia,Virginia,Fredericksburg,Hampton,130,66.32653,193.57,0.036660997,0.000282008
Virginia,Virginia,Fredericksburg,Richmond,59.9,59.9,-22.9659,-0.004349604,-7.26144E-05
Virginia,Virginia,Fredericksburg,Virginia Beach,160,64,170.604,0.032311374,0.000201946
Virginia,Virginia,Fredericksburg,Williamsburg,104,65,150.919,0.028583153,0.000274838
Virginia,Virginia,Richmond,Alexandria,105,60.69364,-9.84252,-0.001864114,-1.77535E-05
Virginia,Virginia,Richmond,Hampton,77,64.16667,216.535,0.04101043,0.000532603
Virginia,Virginia,Richmond,Fredericksburg,58.5,55.18868,22.9659,0.004349604,7.43522E-05
Virginia,Virginia,Richmond,Virginia Beach,107,62.94118,193.57,0.036660997,0.000342626
Virginia,Virginia,Richmond,Williamsburg,51.4,58.40909,173.885,0.032932776,0.000640715
Virginia,Virginia,Virginia Beach,Alexandria,213,66.98113,-203.412,-0.038525012,-0.000180869
Virginia,Virginia,Virginia Beach,Hampton,44.3,65.14706,22.9659,0.004349604,9.81852E-05
Virginia,Virginia,Virginia Beach,Fredericksburg,166,66.4,-170.604,-0.032311374,-0.000194647
Virginia,Virginia,Virginia Beach,Richmond,116,66.28571,-193.57,-0.036660997,-0.000316043
Virginia,Virginia,Virginia Beach,Williamsburg,69.5,63.18182,-19.685,-0.003728221,-5.36435E-05
Virginia,Virginia,Williamsburg,Alexandria,149,65.35088,-183.727,-0.034796791,-0.000233536
Virginia,Virginia,Williamsburg,Hampton,29.3,50.51724,42.6509,0.008077825,0.000275694
Virginia,Virginia,Williamsburg,Fredericksburg,103,64.375,-150.919,-0.028583153,-0.000277506
Virginia,Virginia,Williamsburg,Richmond,51.6,57.33333,-173.885,-0.032932776,-0.000638232
Virginia,Virginia,Williamsburg,Virginia Beach,59.3,53.90909,19.685,0.003728221,6.28705E-05
Michigan,Michigan,Detroit,Grand Rapids,162,64.8,16,0.003030304,1.87056E-05
Michigan,Michigan,Detroit,Cadillac,207,69,-653,-0.123674282,-0.00059746
Michigan,Michigan,Detroit,Traverse City,255,65.3846,30,0.00568182,2.22816E-05
Michigan,Michigan,Detroit,Owosso,92.2,61.4667,-82,-0.015530308,-0.000168442
Michigan,Michigan,Ann Arbor,Detroit,43,57.3333,184,0.034848496,0.00081043
Michigan,Michigan,Ann Arbor,Grand Rapids,132,66,200,0.0378788,0.000286961
Michigan,Michigan,Ann Arbor,Cadillac,191,65.8621,-469,-0.088825786,-0.000465056
Michigan,Michigan,Ann Arbor,Traverse City,239,63.7333,214,0.040530316,0.000169583
Michigan,Michigan,Ann Arbor,Owosso,68.6,59.6522,102,0.019318188,0.000281606
Michigan,Michigan,Grand Rapids,Detroit,157,65.4167,-16,-0.003030304,-1.93013E-05
Michigan,Michigan,Grand Rapids,Ann Arbor,132,67.6923,-200,-0.0378788,-0.000286961
Michigan,Michigan,Grand Rapids,Cadillac,95.1,71.325,-669,-0.126704586,-0.00133233
Michigan,Michigan,Grand Rapids,Traverse City,143,66,14,0.002651516,1.85421E-05
Michigan,Michigan,Grand Rapids,Owosso,94.2,66.49411765,-98,-0.018560612,-0.000197034
Michigan,Michigan,Cadillac,Detroit,207,59.14285714,1253,0.237310682,0.001146428
Michigan,Michigan,Cadillac,Ann Arbor,191,67.01754386,469,0.088825786,0.000465056
Michigan,Michigan,Cadillac,Grand Rapids,95.6,68.28571429,0,0,0
Michigan,Michigan,Cadillac,Traverse City,47.8,49.44827586,683,0.129356102,0.002706195
Michigan,Michigan,Cadillac,Owosso,130,63.41463415,571,0.108143974,0.000831877
Michigan,Michigan,Traverse City,Detroit,256,65.64102564,-30,-0.00568182,-2.21946E-05
Michigan,Michigan,Traverse City,Ann Arbor,239,64.88687783,-214,-0.040530316,-0.000169583
Michigan,Michigan,Traverse City,Grand Rapids,142,62.64705882,-14,-0.002651516,-1.86726E-05
Michigan,Michigan,Traverse City,Cadillac,47.2,47.2,-683,-0.129356102,-0.002740595
Michigan,Michigan,Traverse City,Owosso,177,60,-112,-0.021212128,-0.000119843
Michigan,Michigan,Owosso,Detroit,92.2,62.15730337,82,0.015530308,0.000168442
Michigan,Michigan,Owosso,Ann Arbor,68.5,57.88732394,-102,-0.019318188,-0.000282017
Michigan,Michigan,Owosso,Grand Rapids,94.1,67.21428571,98,0.018560612,0.000197243
Michigan,Michigan,Owosso,Cadillac,130,63.41463415,-571,-0.108143974,-0.000831877
Michigan,Michigan,Owosso,Traverse City,178,61.73410405,112,0.021212128,0.000119169
kentucky,kentucky,Frankfort,cynthiana,40,49.0196,-197,-0.037310618,-0.000932765
kentucky,kentucky,Frankfort,Lexington,29,54.3784,-473,-0.089583362,-0.003089081
kentucky,kentucky,Frankfort,Lawrenceburg,14,46.6667,-253,-0.047916682,-0.00342262
kentucky,kentucky,Frankfort,Louisville,54,60,39,0.007386366,0.000136785
kentucky,kentucky,Frankfort,LaGrange,46,53.1182,-246,-0.046590924,-0.001012846
kentucky,kentucky,Cynthiana,Frankfort,40,49.0196,197,0.037310618,0.000932765
kentucky,kentucky,Cynthiana,Lexington,29,43.9394,-276,-0.052272744,-0.001802508
kentucky,kentucky,Cynthiana,Lawrenceburg,52,52.8815,-56,-0.010606064,-0.000203963
kentucky,kentucky,Cynthiana,Louisville,91,57.4737,236,0.044696984,0.000491176
kentucky,kentucky,Cynthiana,LaGrange,83,50.8164,-49,-0.009280306,-0.000111811
kentucky,kentucky,Lexington,Frankfort,29,54.3784,473,0.089583362,0.003089081
kentucky,kentucky,Lexington,Cynthiana,29,43.9394,276,0.052272744,0.001802508
kentucky,kentucky,Lexington,Lawrenceburg,23,43.1277,220,0.04166668,0.001811595
kentucky,kentucky,Lexington,Louisville,78,292.507,512,0.096969728,0.001243202
kentucky,kentucky,Lexington,LaGrange,434,64.138,227,0.042992438,9.90609E-05
kentucky,kentucky,Lawrenceburg,Frankfort,14,46.6667,19,0.003598486,0.000257035
kentucky,kentucky,Lawrenceburg,Cynthiana,91,57.4737,56,0.010606064,0.00011655
kentucky,kentucky,Lawrenceburg,Lexington,23,43.1277,220,0.04166668,0.001811595
kentucky,kentucky,Lawrenceburg,Louisville,54,55.8625,292,0.055303048,0.001024131
kentucky,kentucky,Lawrenceburg,LaGrange,46,44.5163,7,0.001325758,2.88208E-05
kentucky,kentucky,Louisville,Frankfort,54,60,-39,-0.007386366,-0.000136785
kentucky,kentucky,Louisville,Cynthiana,26,44.5717,-236,-0.044696984,-0.001719115
kentucky,kentucky,Louisville,Lexington,78,292.507,-512,-0.096969728,-0.001243202
kentucky,kentucky,Louisville,Lawrenceburg,54,55.8625,-292,-0.055303048,-0.001024131
kentucky,kentucky,Louisville,LaGrange,60,44.5163,-285,-0.05397729,-0.000899622
kentucky,kentucky,LaGrange,Frankfort,46,53.1182,-246,-0.046590924,-0.001012846
kentucky,kentucky,LaGrange,Cynthiana,83,50.8164,-49,-0.009280306,-0.000111811
kentucky,kentucky,LaGrange,Lexington,434,64.138,227,0.042992438,9.90609E-05
kentucky,kentucky,LaGrange,Lawrenceburg,60,44.5163,-285,-0.05397729,-0.000899622
kentucky,kentucky,LaGrange,Louisville,60,44.5163,-285,-0.05397729,-0.000899622
Ohio,Ohio,Columbus,Cincinnati,107,65,-1,-0.000189394,-1.77004E-06
Ohio,Ohio,Columbus,Toledo,142,70,0.1,1.89394E-05,1.33376E-07
Ohio,Ohio,Columbus,Akron,126,65,0.5,0.000094697,7.51563E-07
Ohio,Ohio,Columbus,Dayton,71.9,65,-2,-0.000378788,-5.26826E-06
Ohio,Ohio,Cleveland,Columbus,142,65,-0.5,-0.000094697,-6.6688E-07
Ohio,Ohio,Cleveland,Cincinnati,248,65,-1,-0.000189394,-7.63685E-07
Ohio,Ohio,Cleveland,Toledo,114,70,0.1,1.89394E-05,1.66135E-07
Ohio,Ohio,Cleveland,Akron,38.7,65,0.5,0.000094697,2.44695E-06
Ohio,Ohio,Cleveland,Dayton,211,65,-1,-0.000189394,-8.97602E-07
Ohio,Ohio,Cincinnati,Columbus,107,65,1,0.000189394,1.77004E-06
Ohio,Ohio,Cincinnati,Cleveland,249,65,1,0.000189394,7.60618E-07
Ohio,Ohio,Cincinnati,Toledo,206,70,0.1,1.89394E-05,9.19388E-08
Ohio,Ohio,Cincinnati,Akron,232,65,1,0.000189394,8.16353E-07
Ohio,Ohio,Cincinnati,Dayton,59.4,65,-1,-0.000189394,-3.18845E-06
