Origin City,Destination City,Distance,Avg Speed,Sea Level Difference
detroitmi,annarbormi,43.49,57.37,242
detroitmi,grandrapidsmi,157.81,66.73,56
detroitmi,cadillacmi,207.48,67.59,667
detroitmi,traversecitymi,255.45,65.74,7
detroitmi,owossomi,92.19,62.29,124
detroitmi,burlingtonvt,646.07,64.18,-433
detroitmi,winooskivt,643.15,64.23,-378
detroitmi,stalbanscityvt,617.59,63.94,-227
detroitmi,barrevt,688.11,64.32,220
detroitmi,montpeliervt,682.05,64.47,19
detroitmi,rutlandvt,607.71,62.76,-61
detroitmi,keywestfl,1542.25,67.15,-630
detroitmi,miamifl,1384.69,69.37,-528
detroitmi,fortlauderdalefl,1361.84,69.41,-650
detroitmi,orlandofl,1160.83,69.19,-581
detroitmi,tampafl,1177.95,69.35,-588
detroitmi,jacksonvillefl,1006.81,66.29,-468
detroitmi,pepperellma,705.31,65.02,-328
detroitmi,fitchburgma,694.28,65.57,-44
detroitmi,leominsterma,690.29,65.73,-165
detroitmi,amherstma,636.81,65.19,-466
detroitmi,chicopeema,623.21,65.87,-427
detroitmi,westspringfieldma,620.84,65.49,-462
detroitmi,rochesterny,325.52,63.25,-195
detroitmi,syracuseny,400.95,64.22,-164
detroitmi,cooperstownny,487.95,63.61,649
detroitmi,buffalony,255.28,62.03,47
detroitmi,newyorkcityny,614.3,65.78,-500
detroitmi,troyny,544.52,65.4,-494
detroitmi,portlandme,805.35,66.2,-587
detroitmi,brunswickme,829.95,66.15,-537
detroitmi,lewistonme,835.08,66.12,-281
detroitmi,bangorme,848.97,61.83,-430
detroitmi,augustame,859.53,66.37,-473
detroitmi,watervilleme,808.22,61.92,-372
detroitmi,raleighnc,679.81,63.35,-326
detroitmi,charlottenc,625.23,63.48,-48
detroitmi,ashevillenc,626.41,66.95,1524
detroitmi,wilmingtonnc,808.5,64.72,-518
detroitmi,greensboronc,605.64,63.08,187
detroitmi,durhamnc,656.89,63.49,-329
detroitmi,alexandriava,536.85,65.03,-408
detroitmi,hamptonva,695.01,66.02,-648
detroitmi,fredericksburgva,569.37,64.76,-470
detroitmi,richmondva,624.93,65.53,-388
detroitmi,virginiabeachva,725.02,65.71,-601
detroitmi,williamsburgva,669.38,65.7,-562
detroitmi,frankfortky,341.08,64.33,55
detroitmi,cynthianaky,319.61,63.57,115
detroitmi,lexingtonky,344.61,65.94,443
detroitmi,lawrenceburgky,362.78,66.03,165
detroitmi,louisvilleky,361.73,66.95,-75
detroitmi,lagrangeky,337.44,67.2,151
detroitmi,cincinnatioh,263.17,66.78,-121
detroitmi,columbusoh,202.35,62.21,188
detroitmi,toledooh,58.63,60.14,-18
detroitmi,akronoh,191.2,65.68,353
detroitmi,daytonoh,210.7,66.92,211
detroitmi,clevelandoh,169.67,64.09,0
detroitmi,manchesternh,744.08,66.02,-316
detroitmi,concordnh,683.41,61.11,-268
detroitmi,nashuanh,724.88,65.87,-454
detroitmi,rochesternh,773.42,65.84,-408
detroitmi,portsmouthnh,754.73,65.92,-594
detroitmi,keenenh,632.79,61.53,-116
detroitmi,southbendin,216.96,64.17,111
detroitmi,fortwaynein,162.49,62.61,185
detroitmi,indianapolisin,287.34,65.54,198
detroitmi,lafayettein,276.78,62.24,46
detroitmi,bloomingtonin,337.25,64.56,177
detroitmi,evansvillein,458.47,66.82,-260
detroitmi,pittsburghpa,285.83,67,173
detroitmi,philadelphiapa,583.59,66.63,-601
detroitmi,scrantonpa,527.76,67.44,175
detroitmi,eriepa,271.5,65.4,94
detroitmi,allentownpa,554.94,66.97,-306
detroitmi,statecollegepa,391.78,64.72,461
detroitmi,columbiasc,716.57,63.91,-342
detroitmi,greenvillesc,678.47,65.81,316
detroitmi,sumtersc,734.45,61.63,-388
detroitmi,myrtlebeachsc,789.04,61.78,-535
detroitmi,spartanburgsc,683.19,66.23,112
detroitmi,clemsonsc,704.7,65.19,219
detroitmi,wilmingtonde,576.42,64.65,-602
detroitmi,newarkde,559.39,63.46,-472
detroitmi,middletownde,610.28,66.32,-575
detroitmi,doverde,607.81,64.74,-523
detroitmi,milfordde,610.3,64.48,-604
detroitmi,frankfordde,634.16,63.81,-592
detroitmi,washingtondcwa,520.82,63.12,-523
detroitmi,baltimoremd,527.68,65.9,-517
detroitmi,annapoliswa,2390.22,69.17,-602
detroitmi,oceancitymd,2460.55,68.76,-649
detroitmi,towsonmd,531.25,66.18,-279
detroitmi,rockvillemd,504.94,66.12,-153
detroitmi,silverspringmd,517.13,64.76,-352
detroitmi,oceancitymd,661.19,64,-649
detroitmi,baltimoremd,527.68,65.9,-517
detroitmi,hagerstownmd,455.8,66.12,-83
detroitmi,westerlyri,754.27,66.5,-841
detroitmi,woonsocketri,687.84,65.45,-412
detroitmi,warwickri,711.75,65.2,-602
detroitmi,newportri,732.66,65.18,-631
detroitmi,northkingstownri,722.35,65.44,-602
detroitmi,providenceri,700.39,65.37,-566
detroitmi,anstedwv,408.14,60.21,746
detroitmi,martinsburgswv,468.39,66.16,-97
detroitmi,summersvillewv,450.47,64.2,1242
detroitmi,viennawv,328.32,66.15,130
detroitmi,bluefieldwv,467.27,62.05,2417
detroitmi,charlestonwv,361.28,62.24,284
detroitmi,athensga,745.37,64.46,129
detroitmi,columbusga,825.15,68.42,-103
detroitmi,maconga,805.92,68.17,-216
detroitmi,augustaga,787.28,64.39,-208
detroitmi,savannahga,876.07,64.99,-587
detroitmi,atlantaga,722.4,68.25,458
detroitmi,atlanticcitynj,645.59,66.26,-602
detroitmi,camdennj,587.79,66.43,-602
detroitmi,newbrunswicknj,617.49,66.99,-582
detroitmi,elizabethnj,613.27,67.01,-603
detroitmi,trentonnj,603.87,67.19,-601
detroitmi,newarknj,604.93,67.08,-521
detroitmi,bridgeportct,674.36,66.85,-596
detroitmi,danburyct,664.2,66.27,-91
detroitmi,stamfordct,652.43,67.01,-495
detroitmi,hartfordct,649.73,65.83,-583
detroitmi,newhavenct,692.8,66.42,-567
detroitmi,waterburyct,691.09,66.25,-133
annarbormi,detroitmi,42.99,57.3,-242
annarbormi,grandrapidsmi,132.45,66.91,-186
annarbormi,cadillacmi,191.48,66.83,425
annarbormi,traversecitymi,239.44,65.05,-235
annarbormi,owossomi,68.63,57.5,-118
annarbormi,burlingtonvt,688.79,64.54,-675
annarbormi,winooskivt,685.87,64.59,-620
annarbormi,stalbanscityvt,660.31,64.32,-469
annarbormi,barrevt,730.83,64.64,-22
annarbormi,montpeliervt,724.77,64.79,-223
annarbormi,rutlandvt,650.43,63.21,-303
annarbormi,keywestfl,1528.56,66.89,-872
annarbormi,miamifl,1370.99,69.08,-770
annarbormi,fortlauderdalefl,1348.15,69.12,-892
annarbormi,orlandofl,1147.14,68.85,-823
annarbormi,tampafl,1164.26,69.02,-830
annarbormi,jacksonvillefl,993.11,65.89,-710
annarbormi,pepperellma,748.03,65.31,-570
annarbormi,fitchburgma,737,65.83,-286
annarbormi,leominsterma,733.02,65.99,-407
annarbormi,amherstma,679.53,65.5,-708
annarbormi,chicopeema,665.93,66.15,-669
annarbormi,westspringfieldma,663.56,65.78,-704
annarbormi,rochesterny,368.24,64.01,-437
annarbormi,syracuseny,443.67,64.76,-406
annarbormi,cooperstownny,530.68,64.11,407
annarbormi,buffalony,298,63.11,-195
annarbormi,newyorkcityny,612.89,65.11,-742
annarbormi,troyny,587.25,65.74,-736
annarbormi,portlandme,848.07,66.4,-829
annarbormi,brunswickme,872.67,66.35,-779
annarbormi,lewistonme,877.8,66.31,-523
annarbormi,bangorme,891.69,62.2,-672
annarbormi,augustame,902.25,66.55,-715
annarbormi,watervilleme,850.94,62.31,-614
annarbormi,raleighnc,666.11,62.75,-568
annarbormi,charlottenc,611.54,62.83,-290
annarbormi,ashevillenc,612.71,66.31,1282
annarbormi,wilmingtonnc,794.8,64.22,-760
annarbormi,greensboronc,591.94,62.41,-55
annarbormi,durhamnc,643.2,62.87,-571
annarbormi,alexandriava,535.43,64.29,-650
annarbormi,hamptonva,693.59,65.43,-890
annarbormi,fredericksburgva,567.96,64.07,-712
annarbormi,richmondva,623.52,64.88,-630
annarbormi,virginiabeachva,723.61,65.15,-843
annarbormi,williamsburgva,667.96,65.09,-804
annarbormi,frankfortky,327.38,63.12,-187
annarbormi,cynthianaky,305.92,62.28,-127
annarbormi,lexingtonky,330.92,64.76,201
annarbormi,lawrenceburgky,349.09,64.91,-77
annarbormi,louisvilleky,348.03,65.83,-317
annarbormi,lagrangeky,323.74,66,-91
annarbormi,cincinnatioh,249.48,65.22,-363
annarbormi,columbusoh,188.65,60.14,-54
annarbormi,toledooh,53.7,55.48,-260
annarbormi,akronoh,189.78,63.58,111
annarbormi,daytonoh,197.01,64.96,-31
annarbormi,clevelandoh,168.25,61.83,-242
annarbormi,manchesternh,786.8,66.25,-558
annarbormi,concordnh,726.13,61.59,-510
annarbormi,nashuanh,767.6,66.11,-696
annarbormi,rochesternh,816.15,66.06,-650
annarbormi,portsmouthnh,797.45,66.15,-836
annarbormi,keenenh,675.51,62.02,-358
annarbormi,southbendin,168.95,60.27,-131
annarbormi,fortwaynein,141.2,59.75,-57
annarbormi,indianapolisin,266.05,64.08,-44
annarbormi,lafayettein,255.49,60.61,-196
annarbormi,bloomingtonin,315.96,63.3,-65
annarbormi,evansvillein,437.18,65.94,-502
annarbormi,pittsburghpa,284.42,65.54,-69
annarbormi,philadelphiapa,582.18,65.91,-843
annarbormi,scrantonpa,526.34,66.63,-67
annarbormi,eriepa,270.08,63.92,-148
annarbormi,allentownpa,553.52,66.21,-548
annarbormi,statecollegepa,390.36,63.71,219
annarbormi,columbiasc,702.87,63.35,-584
annarbormi,greenvillesc,664.78,65.21,74
annarbormi,sumtersc,720.75,61.07,-630
annarbormi,myrtlebeachsc,775.35,61.27,-777
annarbormi,spartanburgsc,669.49,65.64,-130
annarbormi,clemsonsc,691.01,64.62,-23
annarbormi,wilmingtonde,575,63.96,-844
annarbormi,newarkde,557.98,62.78,-714
annarbormi,middletownde,607.87,65.6,-817
annarbormi,doverde,606.4,64.09,-765
annarbormi,milfordde,608.88,63.83,-846
annarbormi,frankfordde,632.75,63.2,-834
annarbormi,washingtondcwa,519.4,62.39,-765
annarbormi,baltimoremd,526.27,65.12,-759
annarbormi,annapoliswa,2348.52,69.08,-844
annarbormi,oceancitymd,2418.85,68.67,-891
annarbormi,towsonmd,529.83,65.4,-521
annarbormi,rockvillemd,503.53,65.3,-395
annarbormi,silverspringmd,515.72,63.99,-594
annarbormi,oceancitymd,659.78,63.41,-891
annarbormi,baltimoremd,526.27,65.12,-759
annarbormi,hagerstownmd,454.39,65.22,-325
annarbormi,westerlyri,752.86,65.94,-1083
annarbormi,woonsocketri,730.56,65.73,-654
annarbormi,warwickri,784.73,65.8,-844
annarbormi,newportri,790.89,65.21,-873
annarbormi,northkingstownri,780.2,65.51,-844
annarbormi,providenceri,743.11,65.64,-808
annarbormi,anstedwv,394.45,59.2,504
annarbormi,martinsburgswv,466.98,65.28,-339
annarbormi,summersvillewv,436.78,63.29,1000
annarbormi,viennawv,304.68,61.14,-112
annarbormi,bluefieldwv,453.58,61.17,2175
annarbormi,charlestonwv,347.59,61.1,42
annarbormi,athensga,731.67,63.91,-113
annarbormi,columbusga,811.46,67.94,-345
annarbormi,maconga,792.22,67.68,-458
annarbormi,augustaga,773.58,63.88,-450
annarbormi,savannahga,862.38,64.53,-829
annarbormi,atlantaga,708.71,67.69,216
annarbormi,atlanticcitynj,644.18,65.62,-844
annarbormi,camdennj,586.38,65.72,-844
annarbormi,newbrunswicknj,616.08,66.31,-824
annarbormi,elizabethnj,611.87,66.36,-845
annarbormi,trentonnj,602.45,66.49,-843
annarbormi,newarknj,603.51,66.38,-763
annarbormi,bridgeportct,672.95,66.23,-838
annarbormi,danburyct,662.78,65.65,-333
annarbormi,stamfordct,651.01,66.36,-737
annarbormi,hartfordct,719.16,65.59,-825
annarbormi,newhavenct,691.39,65.82,-809
annarbormi,waterburyct,689.67,65.65,-375
grandrapidsmi,detroitmi,156.99,67.06,-56
grandrapidsmi,annarbormi,132,67.63,186
grandrapidsmi,cadillacmi,95.11,69.89,611
grandrapidsmi,traversecitymi,142.58,64.43,-49
grandrapidsmi,owossomi,94.22,66.14,68
grandrapidsmi,burlingtonvt,776.03,65.99,-489
grandrapidsmi,winooskivt,773.1,66.04,-434
grandrapidsmi,stalbanscityvt,747.54,65.84,-283
grandrapidsmi,barrevt,818.06,66.01,164
grandrapidsmi,montpeliervt,812.01,66.16,-37
grandrapidsmi,rutlandvt,737.66,64.84,-117
grandrapidsmi,keywestfl,1610.41,66.57,-686
grandrapidsmi,miamifl,1452.85,68.59,-584
grandrapidsmi,fortlauderdalefl,1430,68.61,-706
grandrapidsmi,orlandofl,1228.99,68.28,-637
grandrapidsmi,tampafl,1246.11,68.44,-644
grandrapidsmi,jacksonvillefl,1135.87,68.07,-524
grandrapidsmi,pepperellma,835.26,66.6,-384
grandrapidsmi,fitchburgma,824.24,67.11,-100
grandrapidsmi,leominsterma,820.25,67.26,-221
grandrapidsmi,amherstma,766.76,66.89,-522
grandrapidsmi,chicopeema,753.16,67.52,-483
grandrapidsmi,westspringfieldma,750.79,67.19,-518
grandrapidsmi,rochesterny,455.47,66.59,-251
grandrapidsmi,syracuseny,530.91,66.88,-220
grandrapidsmi,cooperstownny,617.91,65.98,593
grandrapidsmi,buffalony,385.23,66.31,-9
grandrapidsmi,newyorkcityny,745.36,66.84,-556
grandrapidsmi,troyny,674.48,67.31,-550
grandrapidsmi,portlandme,935.3,67.48,-643
grandrapidsmi,brunswickme,959.9,67.41,-593
grandrapidsmi,lewistonme,965.03,67.37,-337
grandrapidsmi,bangorme,978.92,63.46,-486
grandrapidsmi,augustame,989.48,67.57,-529
grandrapidsmi,watervilleme,938.17,63.62,-428
grandrapidsmi,raleighnc,798.59,64.64,-382
grandrapidsmi,charlottenc,744.02,64.85,-104
grandrapidsmi,ashevillenc,719.18,66.41,1468
grandrapidsmi,wilmingtonnc,927.28,65.69,-574
grandrapidsmi,greensboronc,724.42,64.54,131
grandrapidsmi,durhamnc,775.67,64.8,-385
grandrapidsmi,alexandriava,667.91,66.34,-464
grandrapidsmi,hamptonva,826.07,66.94,-704
grandrapidsmi,fredericksburgva,700.43,66.05,-526
grandrapidsmi,richmondva,755.99,66.6,-444
grandrapidsmi,virginiabeachva,856.08,66.63,-657
grandrapidsmi,williamsburgva,800.44,66.69,-618
grandrapidsmi,frankfortky,423.72,65.42,-1
grandrapidsmi,cynthianaky,412.38,63.42,59
grandrapidsmi,lexingtonky,437.38,65.28,387
grandrapidsmi,lawrenceburgky,422.41,65.69,109
grandrapidsmi,louisvilleky,372.48,65.67,-131
grandrapidsmi,lagrangeky,388.73,65.68,95
grandrapidsmi,cincinnatioh,355.94,65.73,-177
grandrapidsmi,columbusoh,321.13,65.85,132
grandrapidsmi,toledooh,186.18,68.75,-74
grandrapidsmi,akronoh,322.26,68.21,297
grandrapidsmi,daytonoh,303.47,65.65,155
grandrapidsmi,clevelandoh,300.73,67.41,-56
grandrapidsmi,manchesternh,874.04,67.42,-372
grandrapidsmi,concordnh,813.37,63.16,-324
grandrapidsmi,nashuanh,854.83,67.32,-510
grandrapidsmi,rochesternh,903.38,67.21,-464
grandrapidsmi,portsmouthnh,884.68,67.32,-650
grandrapidsmi,keenenh,762.74,63.67,-172
grandrapidsmi,southbendin,117.54,63.58,55
grandrapidsmi,fortwaynein,175.1,66.76,129
grandrapidsmi,indianapolisin,262.47,63.67,142
grandrapidsmi,lafayettein,234.1,66.9,-10
grandrapidsmi,bloomingtonin,312.38,62.95,121
grandrapidsmi,evansvillein,433.6,65.7,-316
grandrapidsmi,pittsburghpa,416.89,68.57,117
grandrapidsmi,philadelphiapa,714.65,67.6,-657
grandrapidsmi,scrantonpa,658.82,68.35,119
grandrapidsmi,eriepa,402.56,67.48,38
grandrapidsmi,allentownpa,686,67.92,-362
grandrapidsmi,statecollegepa,522.84,66.46,405
grandrapidsmi,columbiasc,835.35,65.08,-398
grandrapidsmi,greenvillesc,771.24,65.45,260
grandrapidsmi,sumtersc,853.23,63.01,-444
grandrapidsmi,myrtlebeachsc,907.82,63.06,-591
grandrapidsmi,spartanburgsc,775.96,65.82,56
grandrapidsmi,clemsonsc,797.47,64.92,163
grandrapidsmi,wilmingtonde,707.48,65.94,-658
grandrapidsmi,newarkde,690.46,64.96,-528
grandrapidsmi,middletownde,741.34,67.3,-631
grandrapidsmi,doverde,738.87,65.96,-579
grandrapidsmi,milfordde,741.36,65.73,-660
grandrapidsmi,frankfordde,765.22,65.12,-648
grandrapidsmi,washingtondcwa,651.88,64.77,-579
grandrapidsmi,baltimoremd,658.75,67.07,-573
grandrapidsmi,annapoliswa,2286.4,69.27,-658
grandrapidsmi,oceancitymd,2356.73,68.84,-705
grandrapidsmi,fredericksonwa,2266.4,69.35,-320
grandrapidsmi,towsonmd,662.31,67.3,-335
grandrapidsmi,rockvillemd,636.01,67.3,-209
grandrapidsmi,silverspringmd,648.19,66.15,-408
grandrapidsmi,oceancitymd,792.25,65.23,-705
grandrapidsmi,baltimoremd,658.75,67.07,-573
grandrapidsmi,hagerstownmd,586.86,67.4,-139
grandrapidsmi,westerlyri,885.33,67.29,-897
grandrapidsmi,woonsocketri,817.79,67.02,-468
grandrapidsmi,warwickri,841.7,66.75,-658
grandrapidsmi,newportri,862.61,66.69,-687
grandrapidsmi,northkingstownri,852.3,66.94,-658
grandrapidsmi,providenceri,830.34,66.92,-622
grandrapidsmi,anstedwv,526.92,62.71,690
grandrapidsmi,martinsburgswv,599.46,67.41,-153
grandrapidsmi,summersvillewv,569.25,65.88,1186
grandrapidsmi,viennawv,437.16,65.02,74
grandrapidsmi,bluefieldwv,586.05,64.01,2361
grandrapidsmi,charlestonwv,480.06,64.62,228
grandrapidsmi,athensga,849.39,66.24,73
grandrapidsmi,columbusga,893.31,67.26,-159
grandrapidsmi,maconga,874.08,67.02,-272
grandrapidsmi,augustaga,891.06,64.51,-264
grandrapidsmi,savannahga,994.86,65.87,-643
grandrapidsmi,atlantaga,790.56,66.96,402
grandrapidsmi,atlanticcitynj,776.65,67.2,-658
grandrapidsmi,camdennj,718.85,67.42,-658
grandrapidsmi,newbrunswicknj,748.55,67.86,-638
grandrapidsmi,elizabethnj,744.33,67.88,-659
grandrapidsmi,trentonnj,734.93,68.04,-657
grandrapidsmi,newarknj,735.99,67.95,-577
grandrapidsmi,bridgeportct,805.42,67.68,-652
grandrapidsmi,danburyct,795.26,67.19,-147
grandrapidsmi,stamfordct,783.49,67.83,-551
grandrapidsmi,hartfordct,779.68,67.43,-639
grandrapidsmi,newhavenct,823.86,67.28,-623
grandrapidsmi,waterburyct,822.15,67.14,-189
cadillacmi,detroitmi,207.46,67.26,-667
cadillacmi,annarbormi,191.46,66.85,-425
cadillacmi,grandrapidsmi,95.58,69.43,-611
cadillacmi,traversecitymi,47.82,48.55,-660
cadillacmi,owossomi,130.19,62.86,-543
cadillacmi,burlingtonvt,805.18,65.61,-1100
cadillacmi,winooskivt,802.25,65.66,-1045
cadillacmi,stalbanscityvt,776.69,65.46,-894
cadillacmi,barrevt,847.21,65.66,-447
cadillacmi,montpeliervt,841.15,65.79,-648
cadillacmi,rutlandvt,766.81,64.5,-728
cadillacmi,keywestfl,1703.31,66.92,-1297
cadillacmi,miamifl,1545.75,68.87,-1195
cadillacmi,fortlauderdalefl,1522.9,68.9,-1317
cadillacmi,orlandofl,1321.89,68.63,-1248
cadillacmi,tampafl,1339.01,68.78,-1255
cadillacmi,jacksonvillefl,1185.06,66.86,-1135
cadillacmi,pepperellma,864.41,66.22,-995
cadillacmi,fitchburgma,853.39,66.7,-711
cadillacmi,leominsterma,849.4,66.85,-832
cadillacmi,amherstma,795.91,66.47,-1133
cadillacmi,chicopeema,782.31,67.06,-1094
cadillacmi,westspringfieldma,779.94,66.74,-1129
cadillacmi,rochesterny,484.62,65.92,-862
cadillacmi,syracuseny,560.06,66.28,-831
cadillacmi,cooperstownny,647.06,65.52,-18
cadillacmi,buffalony,414.38,65.56,-620
cadillacmi,newyorkcityny,804.83,66.71,-1167
cadillacmi,troyny,703.63,66.81,-1161
cadillacmi,portlandme,964.45,67.11,-1254
cadillacmi,brunswickme,989.05,67.05,-1204
cadillacmi,lewistonme,994.18,67.01,-948
cadillacmi,bangorme,1008.07,63.26,-1097
cadillacmi,augustame,1018.63,67.21,-1140
cadillacmi,watervilleme,967.32,63.4,-1039
cadillacmi,raleighnc,858.06,64.67,-993
cadillacmi,charlottenc,803.48,64.87,-715
cadillacmi,ashevillenc,804.66,67.66,857
cadillacmi,wilmingtonnc,986.75,65.66,-1185
cadillacmi,greensboronc,783.89,64.59,-480
cadillacmi,durhamnc,835.14,64.82,-996
cadillacmi,alexandriava,727.38,66.24,-1075
cadillacmi,hamptonva,885.54,66.82,-1315
cadillacmi,fredericksburgva,759.9,65.98,-1137
cadillacmi,richmondva,815.46,66.5,-1055
cadillacmi,virginiabeachva,915.55,66.54,-1268
cadillacmi,williamsburgva,859.9,66.58,-1229
cadillacmi,frankfortky,516.61,66.76,-612
cadillacmi,cynthianaky,497.86,65.82,-552
cadillacmi,lexingtonky,522.86,67.36,-224
cadillacmi,lawrenceburgky,515.31,66.99,-502
cadillacmi,louisvilleky,465.38,67.12,-742
cadillacmi,lagrangeky,481.63,67.08,-516
cadillacmi,cincinnatioh,441.42,68.15,-788
cadillacmi,columbusoh,380.6,65.74,-479
cadillacmi,toledooh,245.65,67.85,-685
cadillacmi,akronoh,381.73,67.72,-314
cadillacmi,daytonoh,388.95,68.41,-456
cadillacmi,clevelandoh,360.2,67.03,-667
cadillacmi,manchesternh,903.19,67.03,-983
cadillacmi,concordnh,842.52,62.93,-935
cadillacmi,nashuanh,883.98,66.92,-1121
cadillacmi,rochesternh,932.53,66.83,-1075
cadillacmi,portsmouthnh,913.83,66.93,-1261
cadillacmi,keenenh,791.89,63.4,-783
cadillacmi,southbendin,210.43,67.66,-556
cadillacmi,fortwaynein,269.84,69.06,-482
cadillacmi,indianapolisin,355.37,66,-469
cadillacmi,lafayettein,327,68.68,-621
cadillacmi,bloomingtonin,405.28,65.12,-490
cadillacmi,evansvillein,526.5,66.97,-927
cadillacmi,pittsburghpa,476.36,68.13,-494
cadillacmi,philadelphiapa,774.12,67.4,-1268
cadillacmi,scrantonpa,718.29,68.08,-492
cadillacmi,eriepa,462.03,67.18,-573
cadillacmi,allentownpa,745.47,67.69,-973
cadillacmi,statecollegepa,582.31,66.32,-206
cadillacmi,columbiasc,894.82,65.09,-1009
cadillacmi,greenvillesc,856.72,66.69,-351
cadillacmi,sumtersc,912.7,63.15,-1055
cadillacmi,myrtlebeachsc,967.29,63.19,-1202
cadillacmi,spartanburgsc,861.44,67.03,-555
cadillacmi,clemsonsc,882.95,66.16,-448
cadillacmi,wilmingtonde,766.95,65.88,-1269
cadillacmi,newarkde,749.92,64.98,-1139
cadillacmi,middletownde,800.81,67.14,-1242
cadillacmi,doverde,798.34,65.9,-1190
cadillacmi,milfordde,800.82,65.69,-1271
cadillacmi,frankfordde,824.69,65.12,-1259
cadillacmi,washingtondcwa,711.34,64.8,-1190
cadillacmi,baltimoremd,718.21,66.91,-1184
cadillacmi,annapoliswa,2373.76,69.24,-1269
cadillacmi,oceancitymd,2449.63,69.01,-1316
cadillacmi,fredericksonwa,2353.76,69.31,-931
cadillacmi,towsonmd,721.78,67.12,-946
cadillacmi,rockvillemd,695.47,67.11,-820
cadillacmi,silverspringmd,707.66,66.07,-1019
cadillacmi,oceancitymd,851.72,65.23,-1316
cadillacmi,baltimoremd,718.21,66.91,-1184
cadillacmi,hagerstownmd,646.33,67.19,-750
cadillacmi,westerlyri,866.42,65.76,-1508
cadillacmi,woonsocketri,846.94,66.62,-1079
cadillacmi,warwickri,870.85,66.37,-1269
cadillacmi,newportri,891.76,66.32,-1298
cadillacmi,northkingstownri,881.45,66.56,-1269
cadillacmi,providenceri,859.49,66.53,-1233
cadillacmi,anstedwv,586.39,62.95,79
cadillacmi,martinsburgswv,658.92,67.2,-764
cadillacmi,summersvillewv,628.72,65.81,575
cadillacmi,viennawv,496.63,65.04,-537
cadillacmi,bluefieldwv,645.52,64.12,1750
cadillacmi,charlestonwv,539.53,64.68,-383
cadillacmi,athensga,923.62,65.5,-538
cadillacmi,columbusga,986.21,67.82,-770
cadillacmi,maconga,966.98,67.6,-883
cadillacmi,augustaga,965.53,65.4,-875
cadillacmi,savannahga,1054.33,65.83,-1254
cadillacmi,atlantaga,883.46,67.61,-209
cadillacmi,atlanticcitynj,836.12,67.05,-1269
cadillacmi,camdennj,778.32,67.24,-1269
cadillacmi,newbrunswicknj,808.02,67.65,-1249
cadillacmi,elizabethnj,803.8,67.67,-1270
cadillacmi,trentonnj,794.4,67.82,-1268
cadillacmi,newarknj,795.46,67.73,-1188
cadillacmi,bridgeportct,864.89,67.5,-1263
cadillacmi,danburyct,854.73,67.04,-758
cadillacmi,stamfordct,842.96,67.64,-1162
cadillacmi,hartfordct,808.83,66.98,-1250
cadillacmi,newhavenct,883.33,67.14,-1234
cadillacmi,waterburyct,802.36,65.54,-800
traversecitymi,detroitmi,255.44,65.05,-7
traversecitymi,annarbormi,239.45,64.6,235
traversecitymi,grandrapidsmi,141.97,62.52,49
traversecitymi,cadillacmi,47.21,47.27,660
traversecitymi,owossomi,177.33,59.59,117
traversecitymi,burlingtonvt,853.16,65.06,-440
traversecitymi,winooskivt,850.23,65.1,-385
traversecitymi,stalbanscityvt,824.67,64.9,-234
traversecitymi,barrevt,895.19,65.12,213
traversecitymi,montpeliervt,889.14,65.25,12
traversecitymi,rutlandvt,814.79,64,-68
traversecitymi,keywestfl,1768.48,67.12,-637
traversecitymi,miamifl,1610.92,69.02,-535
traversecitymi,fortlauderdalefl,1588.07,69.05,-657
traversecitymi,orlandofl,1387.07,68.81,-588
traversecitymi,tampafl,1404.19,68.95,-595
traversecitymi,jacksonvillefl,1233.04,66.41,-475
traversecitymi,pepperellma,912.39,65.66,-335
traversecitymi,fitchburgma,901.37,66.1,-51
traversecitymi,leominsterma,897.38,66.23,-172
traversecitymi,amherstma,843.9,65.85,-473
traversecitymi,chicopeema,830.29,66.38,-434
traversecitymi,westspringfieldma,827.93,66.08,-469
traversecitymi,rochesterny,532.61,65,-202
traversecitymi,syracuseny,608.04,65.44,-171
traversecitymi,cooperstownny,695.04,64.84,642
traversecitymi,buffalony,462.36,64.55,40
traversecitymi,newyorkcityny,852.82,66.07,-507
traversecitymi,troyny,751.61,66.08,-501
traversecitymi,portlandme,1012.43,66.55,-594
traversecitymi,brunswickme,1037.03,66.5,-544
traversecitymi,lewistonme,1042.16,66.47,-288
traversecitymi,bangorme,1056.06,62.94,-437
traversecitymi,augustame,1066.61,66.67,-480
traversecitymi,watervilleme,1015.3,63.06,-379
traversecitymi,raleighnc,906.04,64.21,-333
traversecitymi,charlottenc,851.47,64.37,-55
traversecitymi,ashevillenc,852.64,66.95,1517
traversecitymi,wilmingtonnc,1034.73,65.2,-525
traversecitymi,greensboronc,831.87,64.09,180
traversecitymi,durhamnc,883.12,64.34,-336
traversecitymi,alexandriava,775.36,65.58,-415
traversecitymi,hamptonva,933.52,66.23,-655
traversecitymi,fredericksburgva,807.88,65.36,-477
traversecitymi,richmondva,863.45,65.88,-395
traversecitymi,virginiabeachva,963.53,65.98,-608
traversecitymi,williamsburgva,907.89,65.99,-569
traversecitymi,frankfortky,563,65.22,48
traversecitymi,cynthianaky,545.85,64.93,108
traversecitymi,lexingtonky,570.84,66.34,436
traversecitymi,lawrenceburgky,561.69,65.42,158
traversecitymi,louisvilleky,511.76,65.38,-82
traversecitymi,lagrangeky,528.01,65.39,144
traversecitymi,cincinnatioh,489.4,66.86,-128
