Origin City,Destination City,Distance,Avg Speed,Sea Level Difference
newyorkcityny,owossomi,681.39,65.86,624
newyorkcityny,burlingtonvt,300.37,54.93,67
newyorkcityny,winooskivt,303.4,55.53,122
newyorkcityny,stalbanscityvt,327.83,56.15,273
newyorkcityny,barrevt,312.74,61.62,720
newyorkcityny,montpeliervt,314.71,62.13,519
newyorkcityny,rutlandvt,242.06,55.26,439
newyorkcityny,keywestfl,1439.29,66.06,-130
newyorkcityny,miamifl,1287.49,68.49,-28
newyorkcityny,fortlauderdalefl,1262.59,68.6,-150
newyorkcityny,orlandofl,1077.25,67.97,-81
newyorkcityny,tampafl,1132.12,67.18,-88
newyorkcityny,jacksonvillefl,935.66,67.78,32
newyorkcityny,pepperellma,213.83,56.88,172
newyorkcityny,fitchburgma,202.81,57.94,456
newyorkcityny,leominsterma,198.82,58.25,335
newyorkcityny,amherstma,166.54,55.4,34
newyorkcityny,chicopeema,145.77,56.54,73
newyorkcityny,westspringfieldma,143.49,55.9,38
newyorkcityny,rochesterny,332.66,63.17,305
newyorkcityny,syracuseny,246.59,61.77,336
newyorkcityny,cooperstownny,198.51,52.88,1149
newyorkcityny,buffalony,372.83,60.48,547
newyorkcityny,troyny,159.05,58.18,6
newyorkcityny,portlandme,313.87,61.82,-87
newyorkcityny,brunswickme,338.47,62.02,-37
newyorkcityny,lewistonme,343.6,62,219
newyorkcityny,bangorme,441.55,64.06,70
newyorkcityny,augustame,368.05,62.79,27
newyorkcityny,watervilleme,386.91,62.74,128
newyorkcityny,raleighnc,507.65,64.63,174
newyorkcityny,charlottenc,629.92,65.45,452
newyorkcityny,ashevillenc,699.82,65.79,2024
newyorkcityny,wilmingtonnc,594.05,65.06,-18
newyorkcityny,greensboronc,539.25,64.49,687
newyorkcityny,durhamnc,487.93,64,171
newyorkcityny,alexandriava,236.33,60.23,92
newyorkcityny,hamptonva,408.63,63.63,-148
newyorkcityny,fredericksburgva,282.99,60.39,30
newyorkcityny,richmondva,338.55,62.33,112
newyorkcityny,virginiabeachva,366.14,56.27,-101
newyorkcityny,williamsburgva,383,62.96,-62
newyorkcityny,frankfortky,725.8,65.54,555
newyorkcityny,cynthianaky,705.37,64.46,615
newyorkcityny,lexingtonky,703.51,65.03,943
newyorkcityny,lawrenceburgky,735.31,65.76,665
newyorkcityny,louisvilleky,759.1,65.75,425
newyorkcityny,lagrangeky,734.81,65.82,651
newyorkcityny,cincinnatioh,659.24,65.51,379
newyorkcityny,columbusoh,555.3,65.04,688
newyorkcityny,toledooh,559.82,66.12,482
newyorkcityny,akronoh,437.78,64.82,853
newyorkcityny,daytonoh,626.1,65.28,711
newyorkcityny,clevelandoh,461.43,64.47,500
newyorkcityny,manchesternh,252.61,60.41,184
newyorkcityny,concordnh,265.02,60.55,232
newyorkcityny,nashuanh,233.4,59.6,46
newyorkcityny,rochesternh,281.95,60.51,92
newyorkcityny,portsmouthnh,263.25,60.38,-94
newyorkcityny,keenenh,218.76,57.69,384
newyorkcityny,southbendin,701.42,66.15,611
newyorkcityny,fortwaynein,645.71,65.19,685
newyorkcityny,indianapolisin,729.82,65.55,698
newyorkcityny,lafayettein,756.9,64.49,546
newyorkcityny,bloomingtonin,779.59,65.09,677
newyorkcityny,evansvillein,880.26,66.16,240
newyorkcityny,pittsburghpa,391.39,64.37,673
newyorkcityny,philadelphiapa,97.21,56.53,-101
newyorkcityny,scrantonpa,120.66,56.89,675
newyorkcityny,eriepa,431.51,65.11,594
newyorkcityny,allentownpa,91.05,54.31,194
newyorkcityny,statecollegepa,236.83,61.2,961
newyorkcityny,columbiasc,708.58,65.88,158
newyorkcityny,greenvillesc,726.39,65.72,816
newyorkcityny,sumtersc,672.75,65.82,112
newyorkcityny,myrtlebeachsc,661.85,63.79,-35
newyorkcityny,spartanburgsc,698.55,65.12,612
newyorkcityny,clemsonsc,757.07,64.78,719
newyorkcityny,wilmingtonde,128.64,59.61,-102
newyorkcityny,newarkde,134.18,58.62,28
newyorkcityny,middletownde,148.1,60.48,-75
newyorkcityny,doverde,171.58,61.65,-23
newyorkcityny,milfordde,189.45,62.09,-104
newyorkcityny,frankfordde,220.11,59.23,-92
newyorkcityny,washingtondcwa,228.87,58.75,-23
newyorkcityny,baltimoremd,190.34,59.56,-17
newyorkcityny,annapoliswa,2891.69,68.46,-102
newyorkcityny,oceancitymd,2962.02,68.15,-149
newyorkcityny,fredericksonwa,2871.7,68.52,236
newyorkcityny,towsonmd,190.04,61.46,221
newyorkcityny,rockvillemd,230.71,60.85,347
newyorkcityny,silverspringmd,224.8,61.51,148
newyorkcityny,oceancitymd,241.46,57.46,-149
newyorkcityny,baltimoremd,190.34,59.56,-17
newyorkcityny,hagerstownmd,241.4,61.29,417
newyorkcityny,westerlyri,142.34,55.66,-341
newyorkcityny,woonsocketri,195.78,57.79,88
newyorkcityny,warwickri,174.22,56.8,-102
newyorkcityny,newportri,180.38,55.19,-131
newyorkcityny,northkingstownri,169.69,55.64,-102
newyorkcityny,providenceri,181.27,58.04,-66
newyorkcityny,anstedwv,520.48,64.23,1246
newyorkcityny,martinsburgswv,260.36,61.61,403
newyorkcityny,summersvillewv,498.45,64.52,1742
newyorkcityny,viennawv,486.95,62.9,630
newyorkcityny,bluefieldwv,566.43,65.16,2917
newyorkcityny,charlestonwv,530.16,65.24,784
newyorkcityny,athensga,820.22,65.04,629
newyorkcityny,columbusga,975.91,66.29,397
newyorkcityny,maconga,900.06,65.58,284
newyorkcityny,augustaga,779.17,66.24,292
newyorkcityny,savannahga,804.93,66.54,-87
newyorkcityny,atlantaga,869.07,66,958
newyorkcityny,atlanticcitynj,128.79,59.48,-102
newyorkcityny,camdennj,99.75,57.45,-102
newyorkcityny,newbrunswicknj,38.72,43.38,-82
newyorkcityny,elizabethnj,20.79,34.76,-103
newyorkcityny,trentonnj,69.99,52.32,-101
newyorkcityny,newarknj,10.25,21.25,-21
newyorkcityny,bridgeportct,62.43,47.95,-96
newyorkcityny,danburyct,68.59,49.97,409
newyorkcityny,stamfordct,40.5,42.58,5
newyorkcityny,hartfordct,116.46,54.46,-83
newyorkcityny,newhavenct,80.87,49.15,-67
newyorkcityny,waterburyct,95.48,53.61,367
troyny,detroitmi,544.58,64.62,494
troyny,annarbormi,587.09,65.28,736
troyny,grandrapidsmi,674.52,66.56,550
troyny,cadillacmi,703.36,66.23,1161
troyny,traversecitymi,751.33,65.7,501
troyny,owossomi,589.74,65.22,618
troyny,burlingtonvt,143.57,48.97,61
troyny,winooskivt,146.6,50.07,116
troyny,stalbanscityvt,171.03,51.8,267
troyny,barrevt,149.81,48.2,714
troyny,montpeliervt,151.78,49,513
troyny,rutlandvt,85.23,46.75,433
troyny,keywestfl,1581.66,66.36,-136
troyny,miamifl,1430.91,68.41,-34
troyny,fortlauderdalefl,1404.96,68.69,-156
troyny,orlandofl,1219.63,68.15,-87
troyny,tampafl,1274.49,67.44,-94
troyny,jacksonvillefl,1078.04,68.01,26
troyny,pepperellma,172.43,60.24,166
troyny,fitchburgma,161.4,61.99,450
troyny,leominsterma,157.41,62.56,329
troyny,amherstma,103.93,58.28,28
troyny,chicopeema,90.33,61.2,67
troyny,westspringfieldma,87.96,58.82,32
troyny,rochesterny,229.88,66.56,299
troyny,syracuseny,149.17,65.62,330
troyny,cooperstownny,77.92,52.26,1143
troyny,buffalony,292.84,66.6,541
troyny,newyorkcityny,157.49,56.83,-6
troyny,portlandme,272.47,65.17,-93
troyny,brunswickme,297.07,65.14,-43
troyny,lewistonme,302.2,65.05,213
troyny,bangorme,400.14,66.74,64
troyny,augustame,326.65,65.79,21
troyny,watervilleme,345.51,65.56,122
troyny,raleighnc,650.03,65.65,168
troyny,charlottenc,774.34,66.75,446
troyny,ashevillenc,820.76,66.65,2018
troyny,wilmingtonnc,736.43,65.89,-24
troyny,greensboronc,681.63,65.49,681
troyny,durhamnc,630.41,64.94,165
troyny,alexandriava,378.7,63.44,86
troyny,hamptonva,551.01,65.07,-154
troyny,fredericksburgva,425.37,63.19,24
troyny,richmondva,480.93,64.32,106
troyny,virginiabeachva,508.52,59.45,-107
troyny,williamsburgva,525.37,64.63,-68
troyny,frankfortky,799.37,66.86,549
troyny,cynthianaky,775.53,66.66,609
troyny,lexingtonky,802.9,67.58,937
troyny,lawrenceburgky,821.07,67.59,659
troyny,louisvilleky,820.01,68.01,419
troyny,lagrangeky,795.72,68.15,645
troyny,cincinnatioh,720.16,68.1,373
troyny,columbusoh,613.3,68.3,682
troyny,toledooh,591.14,67.55,476
troyny,akronoh,499.86,67.42,847
troyny,daytonoh,683.19,68.08,705
troyny,clevelandoh,477.5,67.28,494
troyny,manchesternh,155.82,48.5,178
troyny,concordnh,142.21,46.67,226
troyny,nashuanh,192,63.59,40
troyny,rochesternh,240.54,63.93,86
troyny,portsmouthnh,221.85,64.05,-100
troyny,keenenh,91.58,42.63,378
troyny,southbendin,732.75,67.3,605
troyny,fortwaynein,680.53,66.78,679
troyny,indianapolisin,786.91,67.98,692
troyny,lafayettein,794.81,66,540
troyny,bloomingtonin,836.69,67.37,671
troyny,evansvillein,941.17,68.12,234
troyny,pittsburghpa,466.57,63.45,667
troyny,philadelphiapa,239.59,63.63,-107
troyny,scrantonpa,187.27,64.3,669
troyny,eriepa,380.43,66.49,588
troyny,allentownpa,221.92,64.43,188
troyny,statecollegepa,333.9,64.9,955
troyny,columbiasc,850.96,66.47,152
troyny,greenvillesc,868,66.76,810
troyny,sumtersc,815.13,66.45,106
troyny,myrtlebeachsc,804.22,64.74,-41
troyny,spartanburgsc,840.16,66.28,606
troyny,clemsonsc,898.68,65.9,713
troyny,wilmingtonde,271.12,63.93,-108
troyny,newarkde,276.66,63.27,22
troyny,middletownde,290.48,64.63,-81
troyny,doverde,313.96,65.02,-29
troyny,milfordde,331.83,65.1,-110
troyny,frankfordde,362.49,62.91,-98
troyny,washingtondcwa,371.24,62.48,-29
troyny,baltimoremd,332.72,63.48,-23
troyny,annapoliswa,2923.02,68.74,-108
troyny,oceancitymd,2993.35,68.42,-155
troyny,fredericksonwa,2903.02,68.8,230
troyny,towsonmd,332.52,64.25,215
troyny,rockvillemd,373.08,63.92,341
troyny,silverspringmd,367.18,64.41,142
troyny,oceancitymd,382.89,61,-155
troyny,baltimoremd,332.72,63.48,-23
troyny,hagerstownmd,372.27,65.25,411
troyny,westerlyri,174.43,58.44,-347
troyny,woonsocketri,154.96,61.4,82
troyny,warwickri,178.86,61.01,-108
troyny,newportri,199.78,61.35,-137
troyny,northkingstownri,189.46,62.05,-108
troyny,providenceri,167.51,61.39,-72
troyny,anstedwv,651.35,65.99,1240
troyny,martinsburgswv,391.23,65.27,397
troyny,summersvillewv,629.32,66.29,1736
troyny,viennawv,636.98,67.29,624
troyny,bluefieldwv,687.36,66.28,2911
troyny,charlestonwv,661.04,66.81,778
troyny,athensga,961.83,66.06,623
troyny,columbusga,1117.52,67.03,391
troyny,maconga,1042.43,66.1,278
troyny,augustaga,921.55,66.73,286
troyny,savannahga,947.31,66.98,-93
troyny,atlantaga,1010.68,66.85,952
troyny,atlanticcitynj,270.61,64.89,-108
troyny,camdennj,242.23,63.42,-108
troyny,newbrunswicknj,186.07,63.72,-88
troyny,elizabethnj,163.32,61.79,-109
troyny,trentonnj,212.37,62.77,-107
troyny,newarknj,155.43,61.6,-27
troyny,bridgeportct,140.02,55.5,-102
troyny,danburyct,121.74,59.24,403
troyny,stamfordct,160.91,63.58,-1
troyny,hartfordct,116.85,62.01,-89
troyny,newhavenct,154.9,62.07,-73
troyny,waterburyct,110.37,53.8,361
portlandme,detroitmi,805.4,65.59,587
portlandme,annarbormi,847.91,66.01,829
portlandme,grandrapidsmi,935.35,66.87,643
portlandme,cadillacmi,964.19,66.62,1254
portlandme,traversecitymi,1012.15,66.2,594
portlandme,owossomi,850.56,65.96,711
portlandme,burlingtonvt,257.04,66.52,154
portlandme,winooskivt,257.64,67.15,209
portlandme,stalbanscityvt,282.07,66.99,360
portlandme,barrevt,219.05,65.79,807
portlandme,montpeliervt,221.02,66.6,606
portlandme,rutlandvt,211.64,59.7,526
portlandme,keywestfl,1749.25,65.99,-43
portlandme,miamifl,1597.46,67.92,59
portlandme,fortlauderdalefl,1572.55,67.99,-63
portlandme,orlandofl,1387.21,67.44,6
portlandme,tampafl,1442.08,66.84,-1
portlandme,jacksonvillefl,1245.63,67.23,119
portlandme,pepperellma,116.15,60.92,259
portlandme,fitchburgma,127.92,62.18,543
portlandme,leominsterma,123.89,62.93,422
portlandme,amherstma,174.21,60.73,121
portlandme,chicopeema,188.35,63.61,160
portlandme,westspringfieldma,190.47,63.71,125
portlandme,rochesterny,490.71,67.16,392
portlandme,syracuseny,409.99,66.92,423
portlandme,cooperstownny,338.74,63.39,1236
portlandme,buffalony,553.67,67.11,634
portlandme,newyorkcityny,313.85,60.74,87
portlandme,troyny,272.19,64.89,93
portlandme,brunswickme,26.56,51.27,50
portlandme,lewistonme,35.18,44.91,306
portlandme,bangorme,129.63,66.37,157
portlandme,augustame,56.14,60.82,114
portlandme,watervilleme,75,61.07,215
portlandme,raleighnc,817.62,65.01,261
portlandme,charlottenc,939.88,65.52,539
portlandme,ashevillenc,1009.53,66.03,2111
portlandme,wilmingtonnc,904.01,65.26,69
portlandme,greensboronc,849.21,64.91,774
portlandme,durhamnc,797.89,64.63,258
portlandme,alexandriava,546.29,63.19,179
portlandme,hamptonva,718.6,64.49,-61
portlandme,fredericksburgva,592.96,63.03,117
portlandme,richmondva,648.52,63.87,199
portlandme,virginiabeachva,676.11,60.21,-14
portlandme,williamsburgva,692.96,64.13,25
portlandme,frankfortky,1060.19,67.06,642
portlandme,cynthianaky,1036.35,66.92,702
portlandme,lexingtonky,1023.16,65.76,1030
portlandme,lawrenceburgky,1054.96,66.25,752
portlandme,louisvilleky,1080.84,67.93,512
portlandme,lagrangeky,1056.55,68.04,738
portlandme,cincinnatioh,980.99,67.99,466
portlandme,columbusoh,874.13,68.12,775
portlandme,toledooh,851.97,67.6,569
portlandme,akronoh,738.7,66.19,940
portlandme,daytonoh,944.02,67.98,798
portlandme,clevelandoh,738.33,67.42,587
portlandme,manchesternh,93.89,63.31,271
portlandme,concordnh,108.77,64.82,319
portlandme,nashuanh,111.98,63.4,133
portlandme,rochesternh,53.01,47.96,179
portlandme,portsmouthnh,52.31,58.5,-7
portlandme,keenenh,156.14,61.94,471
portlandme,southbendin,993.58,67.41,698
portlandme,fortwaynein,941.35,67.03,772
portlandme,indianapolisin,1047.74,67.91,785
portlandme,lafayettein,1055.64,66.41,633
portlandme,bloomingtonin,1097.51,67.44,764
portlandme,evansvillein,1202,68.03,327
portlandme,pittsburghpa,670.42,63.94,760
portlandme,philadelphiapa,407.18,63.21,-14
portlandme,scrantonpa,391.12,64.71,762
portlandme,eriepa,641.25,66.97,681
portlandme,allentownpa,410.7,63.99,281
portlandme,statecollegepa,537.75,64.97,1048
portlandme,columbiasc,1018.54,65.81,245
portlandme,greenvillesc,1036.36,65.7,903
portlandme,sumtersc,982.71,65.76,199
portlandme,myrtlebeachsc,971.81,64.37,52
portlandme,spartanburgsc,1008.51,65.28,699
portlandme,clemsonsc,1067.03,65.03,806
portlandme,wilmingtonde,438.6,63.75,-15
portlandme,newarkde,444.15,63.35,115
portlandme,middletownde,458.07,63.88,12
portlandme,doverde,481.55,64.17,64
portlandme,milfordde,499.41,64.25,-17
portlandme,frankfordde,530.08,62.82,-5
portlandme,washingtondcwa,538.83,62.53,64
portlandme,baltimoremd,500.31,63.19,70
portlandme,annapoliswa,3183.85,68.66,-15
portlandme,oceancitymd,3254.18,68.37,-62
portlandme,fredericksonwa,3163.85,68.71,323
portlandme,towsonmd,500,63.99,308
portlandme,rockvillemd,540.67,63.51,434
portlandme,silverspringmd,534.77,63.84,235
portlandme,oceancitymd,551.43,61.79,-62
portlandme,baltimoremd,500.31,63.19,70
portlandme,hagerstownmd,561.05,64.64,504
portlandme,westerlyri,205.55,63.67,-254
portlandme,woonsocketri,151.65,60.17,175
portlandme,warwickri,173.99,62.5,-15
portlandme,newportri,178.29,58.01,-44
portlandme,northkingstownri,185.09,62.93,-15
portlandme,providenceri,162.63,63.02,21
portlandme,anstedwv,840.13,65.41,1333
portlandme,martinsburgswv,580.01,64.68,490
portlandme,summersvillewv,818.1,65.62,1829
portlandme,viennawv,806.6,64.62,717
portlandme,bluefieldwv,876.14,65.65,3004
portlandme,charlestonwv,849.81,66.04,871
portlandme,athensga,1130.18,65.21,716
portlandme,columbusga,1285.87,66.13,484
portlandme,maconga,1210.02,65.6,371
portlandme,augustaga,1089.14,66.07,379
portlandme,savannahga,1114.9,66.29,0
portlandme,atlantaga,1179.03,65.9,1045
portlandme,atlanticcitynj,439.86,63.74,-15
portlandme,camdennj,409.71,63.44,-15
portlandme,newbrunswicknj,348.68,62.11,5
portlandme,elizabethnj,330.09,62.09,-16
portlandme,trentonnj,379.96,62.7,-14
portlandme,newarknj,324.27,61.7,66
portlandme,bridgeportct,252.05,65.04,-9
portlandme,danburyct,257.46,64.16,496
portlandme,stamfordct,274.2,64.28,92
portlandme,hartfordct,199.58,65.11,4
portlandme,newhavenct,236.2,64.68,20
portlandme,waterburyct,229.98,64.76,454
brunswickme,detroitmi,830.29,65.48,537
brunswickme,annarbormi,872.8,65.89,779
brunswickme,grandrapidsmi,960.23,66.74,593
brunswickme,cadillacmi,989.07,66.5,1204
brunswickme,traversecitymi,1037.03,66.1,544
brunswickme,owossomi,875.45,65.84,661
brunswickme,burlingtonvt,281.93,66.12,104
brunswickme,winooskivt,282.52,66.68,159
brunswickme,stalbanscityvt,306.95,66.57,310
brunswickme,barrevt,243.93,65.4,757
brunswickme,montpeliervt,245.91,66.12,556
brunswickme,rutlandvt,236.52,59.95,476
brunswickme,keywestfl,1774.13,65.93,-93
brunswickme,miamifl,1622.34,67.82,9
brunswickme,fortlauderdalefl,1597.43,67.89,-113
brunswickme,orlandofl,1412.1,67.33,-44
brunswickme,tampafl,1466.96,66.76,-51
brunswickme,jacksonvillefl,1270.51,67.13,69
brunswickme,pepperellma,141.03,61.13,209
brunswickme,fitchburgma,152.8,62.18,493
brunswickme,leominsterma,148.78,62.8,372
brunswickme,amherstma,199.09,60.91,71
brunswickme,chicopeema,213.23,63.44,110
brunswickme,westspringfieldma,215.35,63.53,75
brunswickme,rochesterny,515.59,66.9,342
brunswickme,syracuseny,434.88,66.63,373
brunswickme,cooperstownny,363.62,63.3,1186
brunswickme,buffalony,578.55,66.88,584
brunswickme,newyorkcityny,338.73,60.85,37
brunswickme,troyny,297.07,64.65,43
brunswickme,portlandme,26.16,49.51,-50
brunswickme,lewistonme,19.45,31.4,256
brunswickme,bangorme,105.51,65.09,107
brunswickme,augustame,32.02,54.19,64
brunswickme,watervilleme,50.88,56.8,165
brunswickme,raleighnc,842.5,64.92,211
brunswickme,charlottenc,964.76,65.43,489
brunswickme,ashevillenc,1034.42,65.93,2061
brunswickme,wilmingtonnc,928.9,65.17,19
brunswickme,greensboronc,874.1,64.83,724
brunswickme,durhamnc,822.78,64.55,208
brunswickme,alexandriava,571.17,63.14,129
brunswickme,hamptonva,743.48,64.41,-111
brunswickme,fredericksburgva,617.84,62.99,67
brunswickme,richmondva,673.4,63.81,149
brunswickme,virginiabeachva,700.99,60.28,-64
brunswickme,williamsburgva,717.84,64.06,-25
brunswickme,frankfortky,1085.07,66.94,592
brunswickme,cynthianaky,1061.23,66.8,652
brunswickme,lexingtonky,1048.04,65.67,980
brunswickme,lawrenceburgky,1079.85,66.15,702
brunswickme,louisvilleky,1105.72,67.79,462
brunswickme,lagrangeky,1081.43,67.89,688
brunswickme,cincinnatioh,1005.87,67.84,416
brunswickme,columbusoh,899.01,67.94,725
brunswickme,toledooh,876.85,67.43,519
brunswickme,akronoh,763.58,66.05,890
brunswickme,daytonoh,968.9,67.81,748
brunswickme,clevelandoh,763.21,67.24,537
brunswickme,manchesternh,118.77,63.07,221
brunswickme,concordnh,133.66,64.31,269
brunswickme,nashuanh,136.87,63.17,83
brunswickme,rochesternh,77.89,51.74,129
brunswickme,portsmouthnh,77.19,59.63,-57
brunswickme,keenenh,181.02,61.97,421
brunswickme,southbendin,1018.46,67.27,648
brunswickme,fortwaynein,966.23,66.9,722
brunswickme,indianapolisin,1072.62,67.76,735
brunswickme,lafayettein,1080.52,66.31,583
brunswickme,bloomingtonin,1122.39,67.32,714
brunswickme,evansvillein,1226.88,67.9,277
brunswickme,pittsburghpa,695.3,63.88,710
brunswickme,philadelphiapa,432.06,63.15,-64
brunswickme,scrantonpa,416,64.55,712
brunswickme,eriepa,666.13,66.78,631
brunswickme,allentownpa,435.58,63.89,231
brunswickme,statecollegepa,562.63,64.84,998
brunswickme,columbiasc,1043.43,65.71,195
brunswickme,greenvillesc,1061.24,65.61,853
brunswickme,sumtersc,1007.6,65.67,149
brunswickme,myrtlebeachsc,996.69,64.31,2
brunswickme,spartanburgsc,1033.4,65.2,649
brunswickme,clemsonsc,1091.91,64.96,756
brunswickme,wilmingtonde,463.48,63.67,-65
brunswickme,newarkde,469.03,63.29,65
brunswickme,middletownde,482.95,63.79,-38
brunswickme,doverde,506.43,64.06,14
brunswickme,milfordde,524.3,64.15,-67
brunswickme,frankfordde,554.96,62.79,-55
brunswickme,washingtondcwa,563.71,62.51,14
brunswickme,baltimoremd,525.19,63.14,20
brunswickme,annapoliswa,3208.73,68.6,-65
brunswickme,oceancitymd,3279.06,68.31,-112
brunswickme,fredericksonwa,3188.73,68.65,273
brunswickme,towsonmd,524.89,63.9,258
brunswickme,rockvillemd,565.55,63.45,384
brunswickme,silverspringmd,559.65,63.77,185
brunswickme,oceancitymd,576.31,61.81,-112
brunswickme,baltimoremd,525.19,63.14,20
brunswickme,hagerstownmd,585.93,64.53,454
brunswickme,westerlyri,230.43,63.5,-304
brunswickme,woonsocketri,176.54,60.45,125
brunswickme,warwickri,198.87,62.46,-65
brunswickme,newportri,203.18,58.49,-94
brunswickme,northkingstownri,209.97,62.84,-65
brunswickme,providenceri,187.51,62.9,-29
brunswickme,anstedwv,865.01,65.31,1283
brunswickme,martinsburgswv,604.89,64.57,440
brunswickme,summersvillewv,842.98,65.52,1779
brunswickme,viennawv,831.48,64.54,667
brunswickme,bluefieldwv,901.02,65.55,2954
brunswickme,charlestonwv,874.7,65.92,821
brunswickme,athensga,1155.06,65.14,666
brunswickme,columbusga,1310.76,66.05,434
brunswickme,maconga,1234.9,65.52,321
brunswickme,augustaga,1114.02,65.97,329
brunswickme,savannahga,1139.78,66.19,-50
brunswickme,atlantaga,1203.91,65.82,995
brunswickme,atlanticcitynj,464.74,63.66,-65
brunswickme,camdennj,434.6,63.37,-65
brunswickme,newbrunswicknj,373.56,62.11,-45
brunswickme,elizabethnj,354.97,62.1,-66
brunswickme,trentonnj,404.84,62.67,-64
brunswickme,newarknj,349.15,61.73,16
brunswickme,bridgeportct,276.93,64.77,-59
brunswickme,danburyct,282.34,63.98,446
brunswickme,stamfordct,299.09,64.1,42
brunswickme,hartfordct,224.46,64.77,-46
brunswickme,newhavenct,261.08,64.43,-30
brunswickme,waterburyct,254.86,64.49,404
lewistonme,detroitmi,837.28,65.63,281
lewistonme,annarbormi,879.79,66.04,523
lewistonme,grandrapidsmi,967.23,66.87,337
lewistonme,cadillacmi,996.07,66.63,948
lewistonme,traversecitymi,1044.03,66.22,288
lewistonme,owossomi,882.44,65.99,405
lewistonme,burlingtonvt,200.83,48.98,-152
lewistonme,winooskivt,201.43,49.45,-97
lewistonme,stalbanscityvt,200.82,47,54
lewistonme,barrevt,161.08,46.97,501
lewistonme,montpeliervt,160.89,47.04,300
lewistonme,rutlandvt,243.52,60.54,220
lewistonme,keywestfl,1781.13,66,-349
lewistonme,miamifl,1629.33,67.89,-247
lewistonme,fortlauderdalefl,1604.43,67.97,-369
lewistonme,orlandofl,1419.09,67.42,-300
lewistonme,tampafl,1473.96,66.84,-307
lewistonme,jacksonvillefl,1277.51,67.22,-187
lewistonme,pepperellma,148.03,62.1,-47
lewistonme,fitchburgma,159.8,63.05,237
lewistonme,leominsterma,155.77,63.69,116
lewistonme,amherstma,206.09,61.6,-185
lewistonme,chicopeema,220.23,64.06,-146
lewistonme,westspringfieldma,222.35,64.13,-181
lewistonme,rochesterny,522.59,67.14,86
lewistonme,syracuseny,441.87,66.92,117
lewistonme,cooperstownny,370.62,63.67,930
lewistonme,buffalony,585.55,67.1,328
lewistonme,newyorkcityny,345.73,61.26,-219
lewistonme,troyny,304.07,65.09,-213
lewistonme,portlandme,36.18,45.84,-306
lewistonme,brunswickme,20.75,36.04,-256
lewistonme,bangorme,106.85,64.85,-149
lewistonme,augustame,33.35,54.04,-192
lewistonme,watervilleme,52.22,56.62,-91
lewistonme,raleighnc,849.5,65.07,-45
lewistonme,charlottenc,971.76,65.56,233
lewistonme,ashevillenc,1041.41,66.06,1805
lewistonme,wilmingtonnc,935.89,65.31,-237
lewistonme,greensboronc,881.09,64.97,468
lewistonme,durhamnc,829.77,64.71,-48
lewistonme,alexandriava,578.17,63.38,-127
lewistonme,hamptonva,750.47,64.58,-367
lewistonme,fredericksburgva,624.84,63.21,-189
lewistonme,richmondva,680.4,64.01,-107
lewistonme,virginiabeachva,707.99,60.48,-320
lewistonme,williamsburgva,724.84,64.25,-281
lewistonme,frankfortky,1092.07,67.06,336
lewistonme,cynthianaky,1068.23,66.92,396
lewistonme,lexingtonky,1055.04,65.79,724
lewistonme,lawrenceburgky,1086.84,66.27,446
lewistonme,louisvilleky,1112.72,67.9,206
lewistonme,lagrangeky,1088.43,68,432
lewistonme,cincinnatioh,1012.87,67.95,160
lewistonme,columbusoh,906.01,68.07,469
lewistonme,toledooh,883.85,67.57,263
lewistonme,akronoh,770.58,66.22,634
lewistonme,daytonoh,975.9,67.94,492
lewistonme,clevelandoh,770.21,67.4,281
lewistonme,manchesternh,125.77,64.16,-35
lewistonme,concordnh,140.65,65.26,13
lewistonme,nashuanh,143.86,64.12,-173
lewistonme,rochesternh,84.89,53.64,-127
lewistonme,portsmouthnh,84.19,61.4,-313
lewistonme,keenenh,188.02,62.72,165
lewistonme,southbendin,1025.46,67.39,392
lewistonme,fortwaynein,973.23,67.03,466
lewistonme,indianapolisin,1079.62,67.87,479
lewistonme,lafayettein,1087.52,66.43,327
lewistonme,bloomingtonin,1129.39,67.43,458
lewistonme,evansvillein,1233.88,67.99,21
lewistonme,pittsburghpa,702.3,64.07,454
lewistonme,philadelphiapa,439.06,63.46,-320
lewistonme,scrantonpa,423,64.86,456
lewistonme,eriepa,673.13,66.97,375
lewistonme,allentownpa,442.58,64.19,-25
lewistonme,statecollegepa,569.63,65.08,742
lewistonme,columbiasc,1050.42,65.84,-61
lewistonme,greenvillesc,1068.24,65.73,597
lewistonme,sumtersc,1014.59,65.8,-107
lewistonme,myrtlebeachsc,1003.69,64.44,-254
lewistonme,spartanburgsc,1040.39,65.33,393
lewistonme,clemsonsc,1098.91,65.08,500
lewistonme,wilmingtonde,470.48,63.95,-321
lewistonme,newarkde,476.03,63.57,-191
lewistonme,middletownde,489.95,64.07,-294
lewistonme,doverde,513.43,64.32,-242
lewistonme,milfordde,531.29,64.4,-323
lewistonme,frankfordde,561.96,63.03,-311
lewistonme,washingtondcwa,570.71,62.75,-242
lewistonme,baltimoremd,532.19,63.4,-236
lewistonme,annapoliswa,3215.73,68.64,-321
lewistonme,oceancitymd,3286.06,68.35,-368
lewistonme,fredericksonwa,3195.73,68.69,17
lewistonme,towsonmd,531.88,64.15,2
lewistonme,rockvillemd,572.55,63.69,128
lewistonme,silverspringmd,566.65,64,-71
lewistonme,oceancitymd,583.31,62.05,-368
lewistonme,baltimoremd,532.19,63.4,-236
lewistonme,hagerstownmd,592.93,64.76,198
